                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                 1.3624,                 3.1227,                 2.2845,                 1.6887,                0.29045,                0.32865,                0.25571,                0.15455,                0.25775,                0.11979,                0.09361,                0.03892,                 1.3492,                 2.7914,                 2.6747,                 1.7785,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.3532,                 3.1124,                  2.277,                 1.6772,                0.28829,                  0.326,                0.25562,                0.15311,                0.22175,                0.12368,                0.09774,                0.03961,                 1.3508,                 2.7908,                 2.6439,                   1.78,               0.004852,               0.004852,               0.004852
                    106,                 1.3444,                 3.0954,                 2.2532,                 1.6695,                0.27287,                0.33569,                0.25601,                0.15409,                0.23288,                0.12025,                0.09752,                0.04003,                 1.3497,                 2.7895,                  2.581,                  1.779,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.3384,                 3.0827,                 2.2207,                 1.6694,                0.27752,                 0.3328,                0.25754,                0.15506,                0.22199,                0.12353,                0.09738,                0.04025,                 1.3502,                  2.788,                 2.4108,                 1.7793,               0.004753,               0.004753,               0.004753
                    108,                 1.3378,                 3.0948,                  2.242,                 1.6685,                0.28498,                0.32983,                0.25971,                0.15666,                0.24366,                0.11979,                 0.0992,                0.04097,                 1.3504,                   2.79,                 2.3974,                 1.7813,              0.0047035,              0.0047035,              0.0047035
                    109,                  1.349,                 3.0992,                 2.2308,                 1.6734,                0.28446,                0.33493,                0.26186,                0.15878,                 0.2276,                0.12558,                0.10086,                 0.0413,                 1.3486,                 2.7892,                 2.3961,                   1.78,               0.004654,               0.004654,               0.004654
                    110,                 1.3425,                 3.0903,                 2.2193,                 1.6719,                0.28185,                0.33954,                0.26333,                0.15982,                0.22246,                0.12721,                0.09936,                0.04133,                 1.3456,                 2.7889,                 2.4374,                 1.7792,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.3364,                  3.074,                 2.2015,                  1.671,                0.28493,                0.33946,                0.26346,                0.16035,                0.20389,                0.13505,                0.10121,                0.04164,                 1.3447,                 2.7889,                 2.3874,                 1.7789,               0.004555,               0.004555,               0.004555
                    112,                 1.3373,                 3.0731,                 2.2077,                 1.6661,                0.29186,                0.33577,                0.26568,                0.16207,                0.20556,                0.13317,                0.10186,                0.04194,                  1.344,                  2.786,                 2.3943,                 1.7767,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.3356,                 3.0872,                 2.2087,                 1.6627,                0.29631,                 0.3324,                0.26545,                0.16255,                0.20097,                 0.1361,                0.10135,                0.04141,                  1.344,                 2.7859,                 2.4127,                 1.7751,               0.004456,               0.004456,               0.004456
                    114,                 1.3208,                 3.0551,                 2.1816,                  1.655,                0.29611,                0.33276,                0.26675,                0.16323,                0.21026,                0.13331,                0.10094,                0.04183,                 1.3438,                  2.786,                 2.3925,                 1.7753,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.3316,                 3.0659,                 2.1812,                 1.6634,                  0.296,                0.33685,                0.26873,                0.16423,                0.22213,                0.12998,                0.10049,                0.04186,                 1.3416,                 2.7859,                 2.3928,                  1.773,               0.004357,               0.004357,               0.004357
                    116,                 1.3215,                 3.0664,                 2.1591,                 1.6501,                0.29875,                0.33566,                0.26905,                0.16409,                0.22793,                0.12911,                0.10082,                0.04185,                  1.342,                 2.7842,                 2.3877,                 1.7735,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.3237,                 3.0726,                 2.1682,                 1.6547,                0.30038,                0.33741,                0.26764,                0.16351,                0.22252,                0.12885,                0.10045,                0.04202,                 1.3434,                 2.7864,                 2.3632,                 1.7751,               0.004258,               0.004258,               0.004258
                    118,                 1.3245,                 3.0654,                 2.1551,                 1.6553,                0.29887,                 0.3388,                0.26847,                0.16394,                0.21819,                0.13022,                 0.0999,                0.04162,                 1.3436,                 2.7872,                 2.3437,                 1.7758,              0.0042085,              0.0042085,              0.0042085
                    119,                  1.326,                 3.0628,                 2.1459,                 1.6576,                0.29947,                0.33996,                0.26778,                0.16317,                0.22582,                0.12786,                0.10121,                0.04198,                 1.3438,                 2.7859,                 2.3716,                 1.7755,               0.004159,               0.004159,               0.004159
                    120,                 1.3097,                 3.0451,                 2.1155,                 1.6442,                0.30259,                0.34274,                 0.2688,                0.16416,                0.23336,                0.12697,                0.10264,                0.04243,                  1.343,                 2.7859,                 2.3742,                 1.7743,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.3091,                 3.0509,                 2.1234,                 1.6428,                0.29989,                0.34364,                0.26753,                0.16358,                0.23504,                0.12599,                0.10285,                0.04283,                 1.3432,                 2.7875,                 2.3785,                 1.7751,                0.00406,                0.00406,                0.00406
                    122,                 1.3177,                 3.0755,                 2.1326,                 1.6492,                0.28991,                0.34518,                0.26811,                0.16386,                0.23775,                0.12539,                0.10328,                0.04271,                 1.3422,                 2.7867,                  2.389,                 1.7741,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.3017,                 3.0353,                 2.1036,                 1.6379,                0.29104,                0.33886,                0.26939,                0.16474,                0.21238,                0.13443,                0.10408,                0.04286,                  1.342,                  2.787,                   2.38,                  1.774,               0.003961,               0.003961,               0.003961
                    124,                 1.3124,                 3.0597,                 2.1195,                 1.6473,                0.29835,                0.34033,                0.26861,                0.16441,                0.21247,                0.13304,                0.10339,                0.04282,                 1.3411,                 2.7867,                 2.3942,                  1.774,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.2981,                 3.0175,                  2.086,                 1.6329,                0.29621,                 0.3426,                0.26988,                0.16547,                0.20821,                0.13867,                0.10459,                0.04289,                 1.3408,                 2.7868,                 2.3789,                 1.7741,               0.003862,               0.003862,               0.003862
                    126,                 1.2958,                 3.0202,                 2.0865,                 1.6297,                0.29891,                0.33695,                0.26932,                0.16527,                0.21161,                0.13772,                0.10458,                0.04274,                 1.3416,                 2.7866,                 2.3686,                 1.7748,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.3031,                 3.0515,                 2.0703,                 1.6298,                0.28747,                0.33936,                0.27065,                0.16546,                0.19716,                0.14568,                 0.1049,                0.04274,                 1.3417,                 2.7877,                 2.3909,                 1.7746,               0.003763,               0.003763,               0.003763
                    128,                 1.2964,                 3.0156,                 2.0622,                 1.6259,                0.27782,                0.33807,                0.27051,                0.16573,                0.19442,                0.14653,                0.10502,                0.04294,                 1.3424,                 2.7887,                 2.3557,                 1.7755,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.2945,                 3.0183,                 2.0468,                 1.6212,                0.27369,                 0.3427,                0.26989,                0.16533,                0.20012,                0.14237,                0.10484,                 0.0432,                 1.3442,                 2.7901,                 2.3338,                 1.7773,               0.003664,               0.003664,               0.003664
                    130,                 1.2949,                 3.0083,                 2.0453,                 1.6274,                0.27316,                0.34287,                0.26985,                 0.1654,                0.20093,                0.14079,                0.10492,                0.04318,                 1.3449,                  2.791,                 2.3074,                 1.7779,              0.0036145,              0.0036145,              0.0036145
                    131,                   1.28,                 3.0231,                 2.0316,                 1.6163,                0.27585,                0.34249,                0.27034,                0.16536,                 0.2042,                  0.139,                0.10498,                 0.0431,                 1.3452,                 2.7918,                  2.285,                 1.7786,               0.003565,               0.003565,               0.003565
                    132,                 1.2881,                 3.0128,                 2.0308,                 1.6245,                0.27377,                0.34494,                 0.2699,                 0.1653,                0.21472,                0.13503,                0.10495,                0.04293,                 1.3459,                  2.793,                 2.2671,                 1.7794,              0.0035155,              0.0035155,              0.0035155
                    133,                  1.293,                 3.0214,                 2.0515,                 1.6272,                 0.2748,                0.34369,                0.26983,                0.16509,                0.21977,                0.13075,                0.10459,                0.04295,                 1.3459,                  2.794,                 2.2594,                 1.7795,               0.003466,               0.003466,               0.003466
                    134,                 1.2754,                 2.9739,                  1.994,                 1.6075,                0.27767,                0.34225,                0.26964,                0.16541,                0.20795,                0.13656,                0.10497,                0.04306,                 1.3461,                  2.794,                 2.2571,                 1.7796,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.2768,                 2.9954,                 2.0019,                 1.6169,                0.27536,                0.34572,                0.26943,                 0.1651,                0.21355,                0.13474,                0.10475,                0.04294,                 1.3464,                 2.7954,                 2.2559,                 1.7797,               0.003367,               0.003367,               0.003367
                    136,                  1.291,                 2.9949,                 2.0138,                 1.6222,                0.27697,                0.34121,                0.27019,                0.16551,                0.21354,                0.13474,                0.10491,                0.04311,                 1.3458,                 2.7954,                 2.2521,                 1.7797,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.2683,                 2.9707,                 1.9811,                 1.6042,                0.27269,                 0.3468,                0.27004,                0.16563,                0.21444,                0.13367,                0.10469,                0.04285,                 1.3452,                 2.7954,                 2.2469,                 1.7796,               0.003268,               0.003268,               0.003268
                    138,                 1.2805,                 3.0077,                 2.0029,                 1.6123,                0.28198,                0.34849,                0.26986,                0.16573,                0.21495,                  0.136,                0.10523,                0.04309,                 1.3459,                 2.7959,                 2.2483,                 1.7805,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.2647,                 2.9929,                   1.96,                 1.5996,                0.28759,                0.34833,                0.27093,                0.16608,                 0.2151,                0.13761,                0.10604,                0.04353,                 1.3464,                 2.7971,                 2.2425,                 1.7815,               0.003169,               0.003169,               0.003169
                    140,                 1.2662,                 2.9929,                 1.9677,                 1.6011,                0.28563,                 0.3529,                0.27069,                0.16612,                0.21519,                0.13752,                0.10608,                0.04344,                 1.3462,                 2.7967,                 2.2328,                 1.7815,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.2729,                 2.9832,                 1.9538,                 1.6043,                0.28698,                0.35243,                0.27041,                0.16614,                0.21403,                0.13771,                0.10574,                0.04337,                 1.3465,                  2.796,                 2.2315,                 1.7823,                0.00307,                0.00307,                0.00307
                    142,                 1.2525,                 2.9726,                 1.9306,                 1.5942,                0.28574,                0.35351,                0.27059,                0.16622,                0.21362,                0.13736,                0.10563,                0.04341,                  1.347,                 2.7963,                 2.2301,                 1.7826,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.2606,                 2.9788,                 1.9352,                 1.5994,                0.28765,                 0.3503,                0.27088,                0.16622,                0.21357,                0.13711,                 0.1056,                 0.0434,                 1.3477,                 2.7983,                 2.2203,                 1.7833,               0.002971,               0.002971,               0.002971
                    144,                 1.2586,                 2.9494,                 1.9329,                 1.5952,                0.28913,                0.34344,                0.27077,                0.16669,                0.21623,                0.13667,                0.10688,                0.04371,                 1.3483,                 2.7986,                 2.2146,                 1.7842,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.2585,                 2.9531,                 1.9162,                 1.5967,                0.29031,                0.34297,                0.27101,                 0.1668,                0.21636,                0.13628,                 0.1068,                0.04339,                 1.3487,                 2.7985,                 2.2041,                  1.785,               0.002872,               0.002872,               0.002872
                    146,                   1.26,                 2.9717,                 1.9348,                 1.5955,                0.29227,                   0.34,                0.27105,                0.16673,                0.21678,                0.13698,                0.10717,                 0.0433,                  1.349,                 2.7991,                 2.1923,                 1.7857,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.2375,                 2.9453,                 1.8977,                 1.5765,                 0.2913,                0.34293,                0.27092,                0.16648,                0.21587,                0.13713,                0.10704,                 0.0432,                 1.3487,                 2.7994,                  2.184,                 1.7861,               0.002773,               0.002773,               0.002773
                    148,                 1.2477,                 2.9522,                  1.902,                 1.5869,                0.29255,                0.34057,                 0.2712,                0.16661,                0.21667,                0.13568,                0.10678,                0.04293,                 1.3487,                 2.8002,                 2.1787,                 1.7864,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.2455,                 2.9545,                 1.9067,                 1.5829,                0.29292,                0.34003,                0.27107,                0.16659,                0.21585,                0.13422,                0.10637,                0.04279,                 1.3478,                 2.7999,                 2.1717,                 1.7861,               0.002674,               0.002674,               0.002674
                    150,                 1.2574,                 2.9581,                 1.9111,                  1.593,                0.29677,                0.34055,                0.27092,                0.16627,                0.21566,                0.13507,                0.10611,                0.04271,                  1.348,                 2.8006,                 2.1684,                 1.7869,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.2412,                  2.942,                 1.8787,                 1.5784,                0.29672,                0.33901,                0.27103,                0.16639,                0.22595,                0.13407,                0.10629,                0.04286,                 1.3486,                 2.8016,                 2.1649,                 1.7876,               0.002575,               0.002575,               0.002575
                    152,                 1.2343,                 2.9344,                 1.8558,                 1.5739,                0.29768,                0.33809,                0.27138,                0.16679,                0.20971,                 0.1396,                0.10656,                0.04293,                 1.3483,                 2.8018,                 2.1619,                 1.7877,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.2434,                 2.9395,                 1.8693,                 1.5797,                0.29665,                0.33688,                0.27105,                0.16657,                0.21364,                0.13842,                0.10695,                0.04293,                 1.3485,                 2.8023,                 2.1599,                 1.7879,               0.002476,               0.002476,               0.002476
                    154,                 1.2316,                 2.9234,                 1.8527,                 1.5739,                0.30575,                 0.3358,                0.27105,                0.16669,                0.20913,                0.14168,                0.10714,                0.04293,                 1.3484,                  2.803,                 2.1581,                 1.7881,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.2397,                 2.9163,                 1.8469,                 1.5752,                0.29871,                0.33738,                0.27223,                 0.1673,                0.22943,                0.13893,                0.10848,                0.04317,                 1.3488,                 2.8035,                 2.1566,                 1.7889,               0.002377,               0.002377,               0.002377
                    156,                 1.2339,                 2.9234,                 1.8485,                 1.5709,                0.29912,                0.33649,                0.27166,                0.16694,                0.22694,                 0.1396,                0.10849,                0.04318,                  1.349,                 2.8038,                 2.1552,                 1.7892,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.2264,                 2.9112,                 1.8152,                 1.5653,                0.30126,                0.33322,                 0.2718,                0.16718,                0.22704,                0.14041,                0.10858,                0.04313,                 1.3491,                 2.8043,                 2.1541,                 1.7897,               0.002278,               0.002278,               0.002278
                    158,                 1.2258,                 2.9166,                 1.8008,                 1.5661,                0.30378,                0.32945,                0.27207,                0.16722,                0.22552,                0.14084,                0.10848,                0.04312,                 1.3492,                 2.8048,                  2.153,                   1.79,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.2231,                 2.9268,                 1.8232,                 1.5624,                0.30312,                 0.3309,                0.27216,                0.16735,                0.22644,                0.13887,                0.10843,                 0.0432,                 1.3495,                 2.8052,                 2.1535,                 1.7904,               0.002179,               0.002179,               0.002179
                    160,                 1.2206,                 2.9158,                 1.8116,                 1.5586,                0.30427,                0.33135,                0.27234,                0.16739,                0.22741,                0.13926,                 0.1089,                0.04314,                 1.3496,                 2.8063,                 2.1524,                 1.7908,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.2225,                 2.9148,                 1.8115,                 1.5653,                0.29967,                0.34066,                0.27275,                0.16755,                0.22925,                0.13877,                0.10876,                0.04316,                 1.3503,                 2.8064,                 2.1527,                 1.7916,                0.00208,                0.00208,                0.00208
                    162,                 1.2146,                 2.8854,                 1.7877,                  1.557,                0.30397,                0.33138,                0.27252,                0.16749,                0.23033,                0.13862,                0.10873,                 0.0431,                 1.3509,                 2.8065,                 2.1519,                 1.7927,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.2157,                 2.9113,                 1.7874,                 1.5581,                0.30108,                0.33607,                0.27293,                0.16771,                0.24047,                0.13794,                0.10914,                0.04321,                 1.3507,                 2.8064,                 2.1512,                 1.7927,               0.001981,               0.001981,               0.001981
                    164,                  1.205,                 2.8777,                 1.7585,                 1.5474,                0.30136,                 0.3364,                0.27273,                0.16773,                0.24123,                0.13735,                0.10883,                0.04313,                 1.3509,                 2.8063,                 2.1516,                 1.7931,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.2015,                 2.8742,                 1.7477,                 1.5454,                0.30096,                0.33742,                0.27258,                0.16761,                0.24132,                0.13616,                0.10905,                0.04304,                 1.3512,                 2.8072,                 2.1518,                 1.7937,               0.001882,               0.001882,               0.001882
                    166,                 1.2059,                 2.8827,                 1.7453,                 1.5499,                0.29994,                 0.3372,                0.27253,                0.16753,                0.24202,                0.13651,                0.10908,                  0.043,                 1.3512,                 2.8077,                 2.1507,                 1.7941,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.2017,                 2.8664,                 1.7474,                 1.5433,                0.30092,                0.33619,                0.27243,                0.16767,                0.24555,                0.13579,                0.10906,                0.04301,                 1.3513,                 2.8073,                 2.1499,                 1.7943,               0.001783,               0.001783,               0.001783
                    168,                 1.1877,                 2.8711,                 1.7241,                 1.5276,                0.30153,                0.33583,                 0.2727,                0.16787,                 0.2457,                0.13592,                 0.1097,                0.04307,                 1.3513,                 2.8079,                 2.1488,                 1.7943,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.1978,                 2.8839,                 1.7364,                 1.5402,                0.29889,                0.33398,                0.27243,                 0.1679,                0.24825,                0.13502,                0.10945,                  0.043,                 1.3513,                 2.8083,                 2.1484,                 1.7948,               0.001684,               0.001684,               0.001684
                    170,                 1.1935,                 2.8638,                 1.7215,                 1.5344,                0.29851,                0.33524,                0.27289,                0.16813,                0.24991,                 0.1348,                0.10938,                0.04291,                 1.3514,                 2.8097,                  2.149,                 1.7952,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.1911,                 2.8784,                 1.7214,                 1.5362,                0.29948,                0.33431,                0.27281,                0.16816,                0.24744,                0.13348,                0.10912,                0.04288,                 1.3518,                 2.8104,                 2.1501,                 1.7961,               0.001585,               0.001585,               0.001585
                    172,                 1.1898,                 2.8587,                 1.7116,                 1.5319,                0.29871,                0.33463,                0.27251,                0.16783,                0.24591,                0.13404,                0.10903,                0.04287,                 1.3521,                 2.8113,                 2.1507,                 1.7966,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.1804,                 2.8301,                 1.6757,                 1.5242,                0.29898,                0.33472,                0.27262,                0.16777,                0.24671,                0.13358,                0.10915,                0.04293,                 1.3521,                 2.8117,                 2.1515,                 1.7972,               0.001486,               0.001486,               0.001486
                    174,                 1.1785,                 2.8385,                 1.6808,                 1.5235,                0.29822,                0.33474,                0.27258,                0.16784,                 0.2469,                0.13363,                0.10952,                0.04305,                 1.3522,                 2.8115,                 2.1519,                 1.7976,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.1851,                 2.8359,                 1.6786,                 1.5272,                0.29976,                0.33422,                0.27264,                0.16799,                0.23681,                0.13444,                0.10969,                0.04319,                 1.3524,                 2.8126,                  2.153,                 1.7981,               0.001387,               0.001387,               0.001387
                    176,                 1.1767,                 2.8419,                 1.6871,                 1.5221,                0.30019,                0.33318,                 0.2727,                0.16805,                0.21712,                0.13948,                0.10971,                0.04315,                 1.3529,                  2.813,                 2.1537,                  1.799,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.1884,                 2.8798,                 1.7089,                 1.5323,                0.29885,                0.33523,                0.27266,                0.16804,                0.21842,                0.13908,                0.10969,                0.04306,                 1.3537,                 2.8135,                 2.1545,                 1.7997,               0.001288,               0.001288,               0.001288
                    178,                 1.1703,                 2.8313,                 1.6458,                 1.5163,                0.29851,                0.33585,                0.27285,                0.16823,                0.23211,                 0.1374,                0.10968,                 0.0431,                 1.3537,                 2.8145,                 2.1549,                 1.8002,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.1772,                 2.8379,                 1.6555,                 1.5222,                0.29672,                0.33745,                0.27293,                0.16825,                0.23211,                0.13759,                0.10974,                0.04305,                 1.3541,                 2.8148,                 2.1554,                 1.8008,               0.001189,               0.001189,               0.001189
                    180,                 1.1772,                 2.8364,                 1.6618,                 1.5196,                0.29996,                0.33797,                0.27274,                0.16825,                0.23514,                 0.1379,                0.10997,                0.04314,                 1.3546,                 2.8152,                 2.1565,                 1.8015,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.1618,                 2.8097,                 1.6304,                 1.5076,                0.29945,                0.33883,                0.27278,                0.16834,                0.23389,                0.13596,                0.10952,                0.04313,                 1.3551,                 2.8155,                 2.1571,                 1.8021,                0.00109,                0.00109,                0.00109
                    182,                 1.1643,                 2.8415,                 1.6412,                  1.512,                 0.2977,                0.34077,                0.27249,                 0.1682,                0.22199,                0.13766,                0.10964,                0.04309,                 1.3554,                 2.8162,                 2.1573,                 1.8027,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.1626,                 2.8123,                 1.6245,                 1.5099,                0.29682,                0.34071,                0.27229,                 0.1684,                0.22682,                0.13686,                0.10987,                0.04319,                  1.356,                 2.8174,                 2.1576,                 1.8036,               0.000991,               0.000991,               0.000991
                    184,                 1.1573,                 2.8151,                 1.6193,                 1.5063,                 0.2981,                0.33917,                0.27219,                0.16831,                0.22194,                0.13722,                 0.1096,                0.04318,                 1.3564,                 2.8185,                 2.1575,                 1.8042,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.1524,                 2.8126,                 1.6172,                 1.5033,                0.29807,                0.33944,                0.27233,                0.16849,                0.22652,                0.13539,                 0.1096,                0.04319,                  1.357,                 2.8182,                 2.1586,                 1.8049,               0.000892,               0.000892,               0.000892
                    186,                 1.1596,                 2.8191,                 1.6141,                 1.5058,                0.29736,                0.34133,                0.27261,                0.16858,                0.22152,                 0.1366,                0.10923,                0.04323,                 1.3572,                 2.8187,                 2.1589,                 1.8052,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.1621,                 2.8188,                  1.612,                 1.5092,                0.29663,                0.34271,                0.27257,                0.16851,                0.19438,                0.14209,                0.10933,                0.04329,                 1.3578,                 2.8196,                 2.1593,                 1.8058,               0.000793,               0.000793,               0.000793
                    188,                 1.1558,                 2.8138,                 1.6065,                 1.5056,                0.29689,                0.34284,                 0.2726,                0.16862,                0.22102,                0.13596,                0.10919,                0.04334,                 1.3586,                 2.8206,                 2.1591,                 1.8068,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.1569,                 2.8101,                 1.6029,                 1.5043,                0.29615,                0.34409,                0.27249,                0.16856,                 0.2106,                0.13672,                0.10918,                0.04323,                 1.3592,                 2.8214,                 2.1592,                 1.8073,               0.000694,               0.000694,               0.000694
                    190,                 1.1482,                 2.7986,                 1.5937,                 1.4992,                0.29362,                0.34748,                0.27262,                0.16865,                0.20611,                0.14028,                0.10932,                0.04319,                 1.3597,                 2.8222,                 2.1595,                 1.8081,              0.0006445,              0.0006445,              0.0006445
                    191,                0.96868,                 2.2873,                 1.1228,                 1.4829,                0.29318,                0.34763,                0.27213,                0.16833,                0.20521,                0.14069,                0.10941,                0.04326,                   1.36,                 2.8226,                 2.1613,                 1.8087,               0.000595,               0.000595,               0.000595
                    192,                0.95243,                 2.2563,                 1.0687,                  1.472,                0.29409,                0.34723,                0.27215,                0.16817,                0.20481,                0.14045,                0.10912,                0.04306,                 1.3601,                 2.8222,                 2.1628,                 1.8092,              0.0005455,              0.0005455,              0.0005455
                    193,                0.93403,                 2.2399,                 1.0376,                 1.4559,                0.29232,                0.34855,                0.27176,                0.16823,                0.19611,                0.14079,                0.10926,                0.04311,                 1.3603,                  2.822,                 2.1646,                 1.8096,               0.000496,               0.000496,               0.000496
                    194,                0.92765,                 2.2398,                 1.0136,                 1.4495,                0.29316,                0.34795,                0.27206,                0.16836,                0.20501,                 0.1405,                0.10923,                0.04308,                 1.3604,                 2.8223,                 2.1664,                 1.8101,              0.0004465,              0.0004465,              0.0004465
                    195,                0.92002,                 2.2092,                  1.002,                   1.44,                0.28842,                0.35346,                0.27189,                 0.1683,                0.20549,                0.14092,                0.10942,                0.04311,                 1.3604,                 2.8229,                 2.1687,                 1.8103,               0.000397,               0.000397,               0.000397
                    196,                0.91844,                  2.209,                0.98951,                 1.4387,                 0.2888,                0.35224,                0.27209,                0.16833,                 0.1921,                0.14286,                0.10941,                0.04314,                 1.3606,                 2.8238,                 2.1704,                 1.8109,              0.0003475,              0.0003475,              0.0003475
                    197,                0.90894,                 2.2148,                0.98616,                 1.4316,                 0.2904,                0.35164,                0.27218,                0.16836,                 0.1812,                0.14745,                0.10945,                0.04317,                 1.3602,                 2.8244,                 2.1716,                 1.8107,               0.000298,               0.000298,               0.000298
                    198,                0.90333,                 2.2087,                0.97983,                 1.4281,                0.29108,                0.35047,                0.27226,                 0.1682,                0.18508,                0.14609,                0.10941,                0.04316,                 1.3602,                  2.825,                 2.1732,                 1.8112,              0.0002485,              0.0002485,              0.0002485
                    199,                0.89845,                 2.2002,                0.97583,                 1.4234,                 0.2909,                0.35073,                0.27233,                0.16827,                0.18359,                 0.1459,                0.10963,                0.04323,                 1.3602,                  2.826,                 2.1746,                 1.8115,               0.000199,               0.000199,               0.000199
                    200,                0.90327,                 2.1922,                0.96245,                 1.4216,                0.29115,                0.35166,                0.27212,                0.16823,                0.18392,                0.14585,                0.10964,                 0.0432,                 1.3603,                  2.826,                 2.1763,                  1.812,              0.0001495,              0.0001495,              0.0001495
