                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 1.3357,                 3.1032,                 2.2235,                 1.6668,                0.32673,                0.34745,                0.27477,                0.17129,                0.20682,                0.13741,                 0.1046,                0.04446,                 1.3301,                 2.7794,                 2.0532,                  1.754,               0.004951,               0.004951,               0.004951
                    104,                  1.335,                 3.0999,                 2.2214,                 1.6704,                0.31051,                0.35656,                0.27487,                0.17116,                0.21563,                0.13759,                 0.1045,                0.04428,                 1.3293,                 2.7783,                 2.0518,                 1.7538,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.3382,                 3.0978,                 2.2056,                 1.6671,                0.31925,                0.34751,                 0.2773,                0.17168,                0.21488,                 0.1398,                0.10498,                 0.0447,                 1.3292,                 2.7788,                 2.0498,                  1.754,               0.004852,               0.004852,               0.004852
                    106,                 1.3368,                 3.1054,                 2.2102,                 1.6704,                0.31861,                0.35049,                0.27758,                0.17178,                0.21629,                0.13827,                0.10528,                0.04433,                 1.3307,                   2.78,                 2.0483,                 1.7554,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.3327,                 3.0923,                 2.1938,                 1.6624,                0.31718,                0.35209,                0.27726,                0.17289,                0.21798,                0.13547,                0.10567,                0.04454,                 1.3327,                 2.7796,                  2.047,                 1.7566,               0.004753,               0.004753,               0.004753
                    108,                 1.3357,                 3.0881,                 2.1958,                 1.6662,                0.31956,                0.34617,                0.27782,                0.17256,                0.22148,                0.13259,                 0.1058,                 0.0445,                 1.3322,                 2.7777,                   2.05,                 1.7551,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.3321,                 3.0893,                 2.1805,                 1.6645,                0.31673,                0.34603,                 0.2785,                0.17376,                0.22238,                0.13113,                0.10629,                0.04464,                 1.3308,                 2.7778,                 2.0472,                 1.7534,               0.004654,               0.004654,               0.004654
                    110,                 1.3271,                 3.0679,                 2.1545,                 1.6597,                0.32105,                0.34558,                0.27909,                0.17372,                0.21842,                0.13532,                0.10583,                0.04383,                 1.3317,                 2.7771,                  2.048,                 1.7534,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.3225,                 3.0642,                 2.1462,                 1.6544,                0.32088,                 0.3526,                0.28088,                0.17472,                0.22099,                 0.1337,                0.10681,                0.04411,                 1.3323,                 2.7786,                 2.0489,                 1.7531,               0.004555,               0.004555,               0.004555
                    112,                 1.3199,                 3.0606,                  2.138,                 1.6545,                0.32155,                0.35184,                 0.2815,                 0.1753,                0.20079,                0.13717,                0.10651,                0.04434,                 1.3306,                 2.7782,                 2.0474,                 1.7521,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.3183,                 3.0643,                 2.1376,                   1.65,                0.32395,                0.35031,                0.28131,                0.17434,                0.18636,                0.14039,                0.10621,                0.04402,                 1.3314,                 2.7806,                 2.0472,                 1.7538,               0.004456,               0.004456,               0.004456
                    114,                 1.3116,                   3.06,                 2.1233,                 1.6421,                0.31191,                0.35924,                0.28036,                0.17437,                0.17825,                0.14612,                0.10582,                 0.0438,                 1.3333,                 2.7805,                 2.0469,                  1.756,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.3188,                 3.0631,                  2.131,                 1.6457,                0.31374,                0.35772,                0.28164,                0.17504,                0.18152,                0.14198,                0.10652,                0.04409,                 1.3345,                 2.7826,                 2.0467,                 1.7566,               0.004357,               0.004357,               0.004357
                    116,                 1.3135,                 3.0623,                 2.1321,                 1.6437,                0.31422,                0.35787,                0.28221,                0.17582,                0.17272,                0.14711,                 0.1067,                0.04401,                 1.3337,                 2.7848,                 2.0453,                 1.7561,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.3128,                 3.0769,                 2.1146,                 1.6451,                0.31119,                0.35753,                 0.2824,                0.17571,                0.17697,                0.14719,                0.10742,                 0.0442,                 1.3349,                 2.7858,                 2.0479,                 1.7575,               0.004258,               0.004258,               0.004258
                    118,                 1.3025,                 3.0437,                 2.0865,                 1.6347,                0.31093,                 0.3585,                 0.2833,                0.17606,                 0.1658,                0.14966,                0.10731,                0.04425,                 1.3334,                 2.7857,                 2.0472,                 1.7567,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.3006,                 3.0382,                 2.0848,                 1.6351,                0.31654,                0.35384,                0.28396,                0.17676,                 0.1684,                0.14924,                0.10644,                0.04438,                 1.3326,                 2.7866,                 2.0469,                 1.7568,               0.004159,               0.004159,               0.004159
                    120,                 1.3015,                 3.0472,                 2.1012,                  1.637,                0.31781,                0.35076,                0.28342,                0.17611,                 0.1826,                0.14606,                0.10582,                0.04404,                 1.3322,                 2.7885,                 2.0474,                 1.7568,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.2959,                 3.0404,                 2.0669,                 1.6313,                0.32084,                0.35407,                0.28409,                0.17677,                0.18673,                0.14615,                0.10756,                0.04424,                 1.3319,                 2.7884,                 2.0461,                 1.7572,                0.00406,                0.00406,                0.00406
                    122,                 1.2912,                 3.0343,                 2.0667,                 1.6319,                0.32109,                0.35655,                0.28625,                0.17731,                0.19002,                0.14652,                0.10759,                0.04407,                 1.3313,                 2.7883,                 2.0447,                 1.7573,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.3028,                 3.0351,                 2.0722,                 1.6405,                 0.3234,                0.35516,                0.28643,                0.17724,                0.18314,                0.14942,                0.10774,                0.04442,                 1.3323,                 2.7898,                 2.0446,                 1.7586,               0.003961,               0.003961,               0.003961
                    124,                 1.2955,                 3.0101,                 2.0437,                 1.6309,                0.31901,                0.36197,                0.28708,                0.17788,                0.18444,                  0.148,                0.10777,                0.04464,                  1.333,                 2.7886,                 2.0448,                 1.7596,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.2839,                 3.0436,                 2.0355,                 1.6179,                0.32137,                0.35879,                0.28781,                0.17798,                0.18678,                0.14741,                0.10851,                0.04469,                 1.3322,                  2.789,                 2.0451,                 1.7592,               0.003862,               0.003862,               0.003862
                    126,                  1.287,                 3.0333,                 2.0497,                 1.6255,                 0.3196,                 0.3606,                0.28782,                0.17758,                0.18868,                0.14353,                0.10824,                0.04486,                 1.3318,                 2.7888,                 2.0461,                 1.7589,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.2945,                 3.0493,                  2.041,                 1.6319,                0.31723,                0.36537,                0.28752,                0.17772,                0.19123,                0.14337,                0.10821,                0.04481,                 1.3325,                 2.7891,                 2.0462,                 1.7602,               0.003763,               0.003763,               0.003763
                    128,                 1.2837,                 3.0083,                 2.0099,                 1.6177,                0.31542,                0.36704,                0.28759,                 0.1779,                0.19252,                0.14372,                0.10878,                0.04467,                 1.3327,                 2.7889,                 2.0463,                 1.7603,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.2796,                 3.0173,                 1.9887,                 1.6157,                0.31084,                0.36786,                0.28764,                0.17823,                0.19347,                 0.1438,                 0.1092,                0.04466,                 1.3331,                 2.7907,                 2.0463,                 1.7611,               0.003664,               0.003664,               0.003664
                    130,                 1.2787,                 3.0174,                 2.0232,                 1.6154,                0.31059,                0.37224,                0.28868,                 0.1789,                0.19195,                0.14416,                0.10894,                0.04466,                 1.3335,                  2.791,                 2.0462,                 1.7612,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.2851,                 3.0091,                  2.003,                 1.6161,                0.31215,                0.36892,                0.28914,                0.17902,                0.19515,                0.14251,                0.10923,                0.04477,                 1.3336,                 2.7908,                 2.0455,                 1.7613,               0.003565,               0.003565,               0.003565
                    132,                 1.2592,                 2.9933,                  1.955,                 1.5967,                0.30934,                0.37018,                0.28896,                0.17907,                0.20005,                0.14071,                0.10939,                0.04473,                 1.3341,                 2.7921,                 2.0458,                 1.7616,              0.0035155,              0.0035155,              0.0035155
                    133,                  1.272,                 3.0032,                 1.9842,                 1.6088,                 0.3098,                0.37077,                0.28978,                0.17938,                0.20083,                0.13921,                 0.1092,                0.04479,                 1.3344,                  2.792,                 2.0451,                 1.7621,               0.003466,               0.003466,               0.003466
                    134,                 1.2651,                 2.9933,                 1.9567,                  1.601,                0.31202,                0.36971,                0.28981,                0.17938,                  0.204,                0.13743,                0.11011,                0.04491,                 1.3345,                 2.7938,                 2.0452,                 1.7623,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.2738,                 2.9974,                  1.957,                 1.6092,                0.31108,                0.37207,                0.29058,                0.17968,                0.20588,                0.13752,                0.11075,                0.04512,                 1.3347,                 2.7945,                 2.0448,                 1.7625,               0.003367,               0.003367,               0.003367
                    136,                 1.2609,                 2.9966,                 1.9523,                 1.5984,                 0.3123,                0.36861,                0.28981,                0.17947,                0.20592,                0.13898,                0.11091,                0.04512,                 1.3355,                 2.7947,                 2.0453,                 1.7628,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.2628,                 3.0004,                 1.9449,                 1.5974,                0.31099,                0.37095,                0.28957,                0.17975,                0.20647,                0.13783,                0.11103,                0.04526,                 1.3353,                 2.7946,                 2.0452,                 1.7627,               0.003268,               0.003268,               0.003268
                    138,                 1.2623,                 2.9779,                 1.9381,                  1.597,                0.31116,                0.37142,                0.28983,                0.18023,                0.20772,                0.13807,                0.11043,                0.04535,                 1.3355,                 2.7953,                 2.0454,                 1.7633,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.2473,                 2.9669,                 1.9026,                 1.5896,                0.30779,                0.37261,                0.28983,                0.18016,                0.21136,                0.13676,                0.11012,                0.04532,                  1.336,                 2.7967,                 2.0453,                 1.7641,               0.003169,               0.003169,               0.003169
                    140,                 1.2544,                 2.9539,                 1.9027,                  1.592,                0.30827,                 0.3709,                0.28944,                0.18015,                0.20472,                0.13845,                0.11002,                0.04531,                 1.3365,                 2.7975,                 2.0452,                 1.7645,              0.0031195,              0.0031195,              0.0031195
                    141,                  1.251,                  2.953,                  1.903,                 1.5877,                0.30645,                0.37222,                0.28981,                0.18044,                0.20313,                0.13882,                0.10988,                0.04546,                 1.3369,                 2.7976,                 2.0457,                 1.7651,                0.00307,                0.00307,                0.00307
                    142,                 1.2463,                  2.954,                 1.8907,                 1.5879,                0.30618,                0.37232,                0.29009,                0.18077,                0.20079,                 0.1383,                0.10986,                 0.0456,                 1.3362,                 2.7986,                 2.0457,                  1.765,              0.0030205,              0.0030205,              0.0030205
                    143,                  1.249,                 2.9701,                  1.898,                 1.5883,                0.30426,                0.37322,                0.29033,                0.18097,                0.19973,                0.13921,                0.10989,                0.04564,                 1.3356,                 2.7977,                 2.0461,                 1.7643,               0.002971,               0.002971,               0.002971
                    144,                 1.2444,                 2.9392,                 1.8871,                  1.584,                0.30507,                0.37221,                0.29046,                0.18107,                0.19971,                0.13876,                0.10979,                 0.0455,                 1.3352,                 2.7993,                 2.0457,                 1.7637,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.2382,                 2.9408,                 1.8639,                 1.5782,                0.30645,                0.37171,                0.29075,                0.18099,                 0.2019,                0.13801,                0.10978,                0.04555,                 1.3352,                 2.7991,                 2.0459,                 1.7638,               0.002872,               0.002872,               0.002872
                    146,                 1.2439,                 2.9547,                 1.8768,                 1.5871,                0.30678,                0.37142,                0.29076,                0.18088,                 0.2033,                0.13854,                0.10983,                0.04549,                 1.3351,                 2.7992,                 2.0464,                 1.7639,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.2328,                 2.9479,                 1.8737,                 1.5768,                0.30672,                0.37135,                0.29086,                0.18084,                0.20539,                0.13707,                0.10962,                0.04543,                 1.3353,                 2.7996,                 2.0471,                 1.7643,               0.002773,               0.002773,               0.002773
                    148,                  1.239,                 2.9332,                 1.8638,                 1.5808,                 0.3072,                0.37096,                 0.2912,                 0.1811,                0.20862,                0.13671,                0.10975,                0.04544,                 1.3355,                 2.8003,                 2.0471,                 1.7644,              0.0027235,              0.0027235,              0.0027235
                    149,                  1.235,                 2.9222,                 1.8392,                 1.5754,                0.30785,                0.37032,                0.29149,                0.18129,                0.20577,                0.13692,                0.10975,                 0.0455,                 1.3357,                 2.8005,                 2.0476,                 1.7648,               0.002674,               0.002674,               0.002674
                    150,                 1.2225,                 2.9336,                 1.8181,                  1.565,                0.30825,                0.37089,                0.29147,                0.18131,                0.20911,                0.13614,                0.10989,                0.04559,                 1.3362,                 2.8005,                 2.0483,                 1.7653,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.2277,                 2.9096,                 1.8213,                  1.569,                0.30766,                 0.3718,                0.29226,                0.18171,                0.20985,                0.13593,                0.10989,                0.04549,                 1.3367,                  2.801,                  2.049,                 1.7659,               0.002575,               0.002575,               0.002575
                    152,                 1.2231,                  2.912,                 1.8027,                 1.5669,                0.30616,                0.37166,                0.29239,                0.18192,                0.20699,                0.13795,                 0.1102,                0.04571,                 1.3369,                  2.801,                 2.0488,                 1.7664,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.2305,                 2.9293,                 1.8355,                 1.5705,                 0.3072,                0.37234,                0.29242,                0.18206,                0.20651,                0.13798,                0.11023,                0.04572,                 1.3371,                 2.8021,                 2.0492,                 1.7671,               0.002476,               0.002476,               0.002476
                    154,                 1.2241,                 2.9406,                 1.8119,                 1.5697,                0.30644,                0.37206,                0.29255,                0.18218,                0.20583,                0.13803,                0.11011,                0.04573,                 1.3371,                 2.8016,                 2.0493,                 1.7671,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.2271,                 2.9241,                 1.8295,                 1.5709,                 0.3072,                0.37305,                  0.293,                0.18225,                0.20462,                0.13805,                0.11001,                0.04565,                 1.3371,                 2.8031,                 2.0496,                 1.7675,               0.002377,               0.002377,               0.002377
                    156,                 1.2142,                 2.9011,                 1.7934,                 1.5595,                 0.3088,                0.37119,                0.29305,                0.18264,                0.20334,                0.13875,                0.10956,                0.04545,                 1.3372,                 2.8034,                 2.0498,                  1.768,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.2177,                 2.9154,                  1.788,                 1.5608,                0.31106,                0.36828,                0.29307,                0.18258,                0.20574,                0.13832,                0.10953,                0.04545,                 1.3374,                 2.8035,                 2.0507,                 1.7684,               0.002278,               0.002278,               0.002278
                    158,                 1.2221,                 2.9343,                 1.7928,                 1.5616,                0.31163,                0.37022,                0.29348,                0.18282,                0.20483,                 0.1391,                 0.1099,                0.04554,                 1.3374,                 2.8044,                 2.0512,                 1.7686,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.2138,                 2.9026,                 1.7803,                 1.5554,                0.31131,                0.37004,                0.29337,                0.18292,                0.20539,                0.13885,                0.11003,                0.04554,                 1.3369,                 2.8047,                 2.0514,                 1.7685,               0.002179,               0.002179,               0.002179
                    160,                 1.2122,                 2.8926,                 1.7598,                 1.5497,                0.31183,                0.37061,                0.29344,                0.18295,                 0.2052,                0.13819,                0.10998,                0.04546,                  1.337,                 2.8057,                 2.0516,                 1.7687,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.1992,                 2.8945,                 1.7388,                 1.5429,                0.31463,                0.36878,                0.29391,                0.18328,                0.20272,                0.13965,                0.11131,                0.04561,                 1.3372,                 2.8057,                  2.052,                 1.7689,                0.00208,                0.00208,                0.00208
                    162,                 1.2001,                 2.8934,                 1.7396,                 1.5435,                0.31546,                0.36778,                0.29367,                0.18322,                 0.2008,                 0.1419,                 0.1115,                0.04565,                 1.3369,                 2.8064,                 2.0518,                 1.7689,              0.0020305,              0.0020305,              0.0020305
                    163,                  1.201,                 2.8767,                  1.731,                 1.5462,                0.31455,                0.36829,                0.29368,                0.18307,                0.20034,                0.14091,                0.11123,                 0.0456,                 1.3367,                 2.8064,                 2.0518,                 1.7689,               0.001981,               0.001981,               0.001981
                    164,                 1.1975,                 2.8753,                 1.7238,                 1.5451,                0.31593,                0.36591,                 0.2935,                0.18293,                 0.1942,                0.14436,                0.11131,                0.04561,                 1.3364,                 2.8071,                 2.0523,                 1.7689,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.1947,                 2.8646,                 1.7141,                 1.5419,                0.31522,                0.36617,                0.29352,                0.18306,                0.19468,                0.14435,                0.11153,                0.04575,                 1.3364,                 2.8073,                 2.0526,                 1.7692,               0.001882,               0.001882,               0.001882
                    166,                 1.1989,                 2.8678,                 1.7283,                 1.5438,                0.31443,                0.36693,                0.29363,                0.18333,                0.20328,                0.13997,                0.11161,                0.04571,                 1.3367,                 2.8078,                 2.0536,                 1.7697,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.1905,                 2.8751,                 1.7132,                 1.5355,                0.31596,                0.36426,                0.29356,                0.18319,                0.19243,                 0.1454,                0.11163,                0.04564,                 1.3367,                  2.807,                 2.0536,                 1.7698,               0.001783,               0.001783,               0.001783
                    168,                 1.1876,                 2.8708,                 1.7078,                 1.5326,                0.31533,                0.36794,                0.29394,                0.18336,                0.19548,                0.14422,                 0.1118,                0.04572,                 1.3369,                 2.8076,                  2.054,                 1.7702,              0.0017335,              0.0017335,              0.0017335
                    169,                  1.189,                 2.8528,                 1.6923,                 1.5321,                0.31562,                0.37013,                0.29355,                0.18336,                0.19026,                 0.1457,                0.11166,                0.04564,                 1.3369,                 2.8084,                 2.0547,                 1.7706,               0.001684,               0.001684,               0.001684
                    170,                 1.1843,                 2.8411,                 1.6772,                 1.5262,                 0.3167,                 0.3692,                0.29356,                0.18343,                0.18932,                0.14617,                0.11167,                0.04567,                 1.3369,                 2.8079,                 2.0554,                 1.7707,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.1849,                  2.869,                 1.6957,                 1.5295,                0.31542,                0.36766,                0.29327,                0.18341,                0.19869,                0.14376,                0.11173,                0.04554,                 1.3371,                 2.8087,                  2.056,                 1.7712,               0.001585,               0.001585,               0.001585
                    172,                 1.1837,                 2.8564,                  1.683,                 1.5255,                0.31645,                0.36614,                0.29348,                0.18356,                0.20836,                0.13746,                0.11185,                0.04557,                 1.3371,                 2.8092,                 2.0563,                 1.7716,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.1736,                 2.8378,                 1.6517,                 1.5184,                0.31673,                0.36501,                0.29341,                0.18375,                0.18777,                0.14719,                0.11198,                0.04562,                 1.3369,                 2.8091,                 2.0563,                  1.772,               0.001486,               0.001486,               0.001486
                    174,                 1.1774,                 2.8541,                 1.6647,                 1.5233,                 0.3174,                0.36399,                0.29342,                0.18389,                0.19896,                0.14477,                0.11191,                0.04565,                  1.337,                 2.8093,                 2.0566,                 1.7722,              0.0014365,              0.0014365,              0.0014365
                    175,                  1.168,                 2.8383,                 1.6434,                 1.5165,                0.31791,                0.36376,                0.29376,                0.18402,                 0.1913,                0.14715,                0.11214,                0.04567,                 1.3374,                   2.81,                 2.0572,                 1.7727,               0.001387,               0.001387,               0.001387
                    176,                 1.1699,                 2.8402,                 1.6556,                 1.5173,                0.31766,                0.36327,                0.29413,                0.18412,                0.18814,                0.14784,                0.11178,                0.04572,                 1.3377,                 2.8107,                 2.0573,                 1.7732,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.1668,                 2.8268,                 1.6305,                 1.5147,                0.31894,                0.36317,                0.29384,                0.18407,                0.19106,                0.14777,                0.11197,                 0.0457,                  1.338,                 2.8109,                  2.058,                 1.7734,               0.001288,               0.001288,               0.001288
                    178,                 1.1579,                 2.8229,                  1.613,                 1.5116,                0.31885,                0.36245,                0.29366,                 0.1842,                0.19087,                0.14722,                0.11189,                0.04566,                 1.3383,                 2.8111,                 2.0589,                  1.774,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.1631,                 2.8434,                 1.6348,                 1.5121,                0.31975,                0.36234,                0.29384,                0.18421,                0.19924,                0.14392,                0.11195,                0.04567,                 1.3387,                 2.8121,                   2.06,                 1.7746,               0.001189,               0.001189,               0.001189
                    180,                  1.167,                 2.8267,                 1.6308,                 1.5128,                0.31995,                0.36086,                0.29385,                0.18435,                0.19835,                0.14366,                0.11192,                0.04567,                 1.3392,                 2.8127,                 2.0606,                 1.7752,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.1648,                  2.835,                 1.6162,                  1.512,                0.31989,                0.36356,                 0.2945,                0.18478,                0.19419,                0.14442,                0.11156,                0.04567,                 1.3397,                 2.8133,                 2.0616,                 1.7761,                0.00109,                0.00109,                0.00109
                    182,                 1.1565,                 2.8123,                  1.594,                 1.5015,                0.32001,                0.36202,                0.29467,                0.18484,                0.19372,                0.14449,                0.11161,                0.04577,                 1.3399,                 2.8141,                 2.0625,                 1.7766,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.1482,                 2.8048,                 1.5987,                 1.4996,                0.32108,                0.36133,                0.29496,                0.18506,                0.19509,                0.14407,                0.11207,                0.04573,                   1.34,                 2.8142,                 2.0629,                 1.7767,               0.000991,               0.000991,               0.000991
                    184,                 1.1535,                 2.8051,                 1.5965,                 1.5021,                0.32259,                 0.3619,                0.29492,                0.18496,                0.19483,                0.14439,                0.11218,                0.04589,                 1.3406,                 2.8149,                 2.0635,                 1.7774,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.1546,                 2.8291,                 1.6131,                 1.5061,                0.32178,                 0.3618,                 0.2951,                0.18502,                0.19321,                0.14714,                0.11229,                 0.0459,                 1.3412,                 2.8151,                 2.0644,                 1.7781,               0.000892,               0.000892,               0.000892
                    186,                 1.1374,                 2.8003,                 1.5754,                 1.4867,                0.32241,                 0.3627,                0.29571,                0.18491,                0.18372,                0.14768,                0.11249,                0.04597,                 1.3414,                 2.8156,                 2.0654,                 1.7784,              0.0008425,              0.0008425,              0.0008425
                    187,                  1.146,                 2.7943,                 1.5738,                 1.4951,                 0.3218,                0.36402,                0.29539,                0.18472,                0.18327,                0.14811,                0.11257,                0.04594,                  1.342,                 2.8162,                 2.0664,                 1.7792,               0.000793,               0.000793,               0.000793
                    188,                 1.1461,                  2.801,                 1.5719,                 1.4969,                0.32219,                0.36356,                0.29556,                0.18491,                0.18495,                0.14792,                0.11302,                0.04605,                 1.3426,                 2.8167,                 2.0669,                 1.7797,              0.0007435,              0.0007435,              0.0007435
                    189,                  1.143,                 2.7941,                 1.5727,                 1.4969,                0.32253,                0.36351,                0.29565,                0.18497,                0.18577,                 0.1496,                0.11335,                0.04604,                 1.3428,                 2.8174,                 2.0676,                 1.7804,               0.000694,               0.000694,               0.000694
                    190,                 1.1386,                 2.8042,                  1.559,                 1.4896,                 0.3234,                0.36167,                0.29562,                0.18515,                0.18635,                0.14866,                0.11328,                0.04602,                 1.3432,                 2.8172,                 2.0688,                 1.7809,              0.0006445,              0.0006445,              0.0006445
                    191,                0.95488,                 2.2875,                 1.0836,                 1.4722,                0.32368,                0.36184,                0.29609,                0.18533,                0.18802,                0.14822,                0.11368,                0.04613,                 1.3432,                 2.8177,                 2.0692,                  1.781,               0.000595,               0.000595,               0.000595
                    192,                0.93659,                 2.2428,                 1.0297,                 1.4569,                 0.3249,                0.36087,                0.29653,                0.18565,                0.18754,                0.14923,                0.11348,                0.04608,                 1.3432,                 2.8176,                 2.0699,                 1.7811,              0.0005455,              0.0005455,              0.0005455
                    193,                0.93126,                 2.2269,                 1.0068,                 1.4474,                0.32499,                0.36025,                0.29652,                0.18548,                0.18733,                0.14892,                0.11357,                0.04606,                 1.3431,                 2.8179,                 2.0705,                  1.781,               0.000496,               0.000496,               0.000496
                    194,                0.91304,                 2.2177,                0.98139,                 1.4313,                0.32496,                 0.3598,                0.29649,                0.18551,                0.18695,                0.14889,                0.11355,                0.04614,                 1.3432,                 2.8185,                 2.0718,                 1.7813,              0.0004465,              0.0004465,              0.0004465
                    195,                0.91235,                 2.2132,                0.97449,                 1.4332,                0.32476,                   0.36,                0.29641,                0.18544,                0.18697,                0.14926,                0.11326,                0.04596,                 1.3432,                 2.8187,                 2.0728,                 1.7815,               0.000397,               0.000397,               0.000397
                    196,                0.90698,                 2.2073,                0.96903,                 1.4296,                0.32463,                0.36055,                0.29622,                0.18527,                0.18647,                0.15031,                0.11314,                0.04589,                 1.3429,                 2.8192,                 2.0743,                 1.7813,              0.0003475,              0.0003475,              0.0003475
                    197,                0.90681,                 2.1985,                0.96175,                 1.4299,                0.32593,                0.35993,                0.29586,                0.18526,                0.18504,                0.15015,                0.11303,                0.04581,                 1.3427,                  2.819,                 2.0753,                 1.7813,               0.000298,               0.000298,               0.000298
                    198,                 0.8953,                 2.1891,                0.95305,                 1.4188,                0.32555,                0.35923,                0.29586,                 0.1854,                0.18412,                0.15017,                0.11314,                0.04579,                 1.3429,                 2.8199,                 2.0764,                  1.782,              0.0002485,              0.0002485,              0.0002485
                    199,                0.89403,                 2.1927,                0.94629,                 1.4172,                0.32514,                0.35984,                0.29608,                0.18549,                0.18411,                0.15015,                0.11327,                0.04576,                 1.3429,                 2.8197,                 2.0773,                 1.7826,               0.000199,               0.000199,               0.000199
                    200,                0.89138,                 2.1815,                0.94521,                 1.4159,                0.32676,                0.35801,                0.29596,                0.18533,                0.18307,                0.15052,                0.11349,                0.04564,                 1.3428,                   2.82,                 2.0786,                 1.7829,              0.0001495,              0.0001495,              0.0001495
