                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.5353,                 3.2096,                 2.9002,                 1.8365,                0.29766,                 0.2333,                0.18168,                0.10255,                0.22998,                0.07249,                0.05665,                0.02476,                 1.5005,                 2.6819,                 2.4244,                 1.9464,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.5441,                 3.2226,                 2.8981,                 1.8463,                0.28558,                0.24856,                0.16735,                0.09298,                0.24666,                0.08031,                0.05209,                0.02208,                 1.5091,                   2.68,                 2.7923,                  1.942,               0.008317,               0.008317,               0.008317
                     36,                 1.5239,                 3.1873,                 2.8602,                 1.8301,                0.29632,                 0.2505,                0.17063,                0.09667,                0.27669,                0.07931,                0.05683,                0.02472,                 1.4804,                 2.6526,                 5.7867,                 1.9144,              0.0082675,              0.0082675,              0.0082675
                     37,                  1.532,                 3.1835,                 2.8594,                  1.836,                0.29393,                 0.2486,                0.17509,                0.09861,                0.22207,                0.08643,                0.05615,                0.02412,                 1.4652,                 2.6595,                 3.0799,                 1.9098,               0.008218,               0.008218,               0.008218
                     38,                 1.5226,                 3.1804,                 2.8345,                 1.8258,                0.28159,                0.24979,                 0.1813,                0.10315,                0.21948,                 0.0883,                0.06269,                0.02667,                 1.4702,                 2.6608,                 2.4536,                   1.91,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.5228,                 3.1651,                 2.8262,                 1.8264,                 0.2917,                 0.2419,                0.18676,                0.10568,                0.24227,                0.07921,                0.06207,                0.02645,                 1.4855,                 2.6525,                  2.381,                 1.9211,               0.008119,               0.008119,               0.008119
                     40,                 1.5097,                 3.1637,                 2.7988,                 1.8144,                0.30609,                0.26183,                0.19344,                0.11012,                0.21886,                0.08515,                0.06152,                0.02665,                 1.4715,                 2.6651,                 2.3573,                 1.9172,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.5138,                  3.161,                 2.7831,                 1.8139,                0.29344,                0.27518,                  0.194,                 0.1103,                0.22554,                0.08991,                 0.0635,                0.02669,                 1.4473,                 2.6283,                 2.4138,                 1.9009,                0.00802,                0.00802,                0.00802
                     42,                 1.4989,                 3.1464,                 2.7513,                 1.8067,                0.31365,                 0.2585,                0.19288,                0.10957,                0.23034,                0.09395,                0.06152,                0.02588,                  1.468,                 2.6432,                 2.3482,                 1.8999,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.5019,                 3.1528,                 2.7433,                 1.8102,                0.32896,                0.26812,                0.20635,                0.11705,                0.23062,                0.09035,                0.06826,                0.02874,                 1.4503,                 2.6352,                 2.3056,                 1.8908,               0.007921,               0.007921,               0.007921
                     44,                 1.4996,                 3.1322,                 2.7306,                 1.8065,                0.32369,                0.28374,                0.22064,                0.12696,                0.21146,                0.09457,                0.06737,                0.02904,                 1.4357,                 2.6132,                 2.2439,                 1.8783,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.4986,                 3.1441,                  2.727,                 1.8054,                0.29599,                0.28087,                0.20356,                0.11662,                0.20614,                 0.0919,                 0.0628,                 0.0267,                 1.4398,                 2.6165,                 2.2944,                 1.8803,               0.007822,               0.007822,               0.007822
                     46,                 1.4944,                  3.141,                 2.7035,                 1.8003,                0.28135,                0.28205,                0.20146,                0.11565,                0.17626,                0.09898,                0.06393,                0.02685,                 1.4241,                 2.6174,                 2.3717,                 1.8772,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.4934,                 3.1347,                 2.6863,                 1.8001,                0.31144,                0.27316,                 0.2056,                0.11812,                0.23128,                0.09457,                0.06514,                 0.0271,                 1.4274,                 2.6036,                 2.4025,                 1.8834,               0.007723,               0.007723,               0.007723
                     48,                 1.4855,                 3.1073,                 2.6669,                   1.79,                0.29835,                0.28099,                0.19989,                0.11623,                0.24284,                0.09224,                0.06624,                0.02829,                 1.4376,                 2.6073,                 2.3853,                 1.8917,              0.0076735,              0.0076735,              0.0076735
                     49,                  1.486,                 3.1153,                 2.6756,                 1.7997,                0.29905,                0.28783,                0.21571,                0.12511,                0.20039,                0.10083,                0.06893,                0.02952,                 1.4152,                 2.5873,                 2.2433,                 1.8624,               0.007624,               0.007624,               0.007624
                     50,                 1.4841,                 3.0962,                 2.6426,                 1.7921,                0.29958,                0.28833,                0.20804,                0.12036,                0.18642,                0.09892,                0.06603,                0.02797,                  1.429,                 2.5999,                 2.2947,                 1.8773,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.4793,                 3.1338,                 2.6718,                 1.7922,                0.27736,                0.29928,                0.21392,                0.12428,                0.20288,                0.09967,                0.07034,                 0.0295,                 1.4165,                 2.5958,                 2.2787,                 1.8687,               0.007525,               0.007525,               0.007525
                     52,                 1.4793,                 3.0987,                 2.6427,                 1.7931,                0.32118,                0.29127,                0.21764,                0.12762,                0.21789,                0.10256,                0.07284,                0.03077,                 1.4105,                  2.591,                 2.2116,                 1.8602,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.4661,                 3.1067,                  2.609,                 1.7768,                0.30527,                0.28929,                0.22384,                0.13039,                0.23906,                0.09864,                0.07262,                0.03129,                 1.4101,                 2.5965,                 2.1954,                 1.8633,               0.007426,               0.007426,               0.007426
                     54,                 1.4762,                 3.1119,                 2.6038,                  1.785,                0.29864,                0.29458,                0.22488,                0.13177,                0.18946,                0.09897,                0.07294,                0.03089,                 1.3991,                  2.579,                 2.1706,                 1.8516,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.4762,                 3.1204,                 2.6063,                 1.7844,                  0.285,                0.30087,                0.21468,                0.12609,                0.18877,                0.10719,                0.07247,                0.03067,                 1.3933,                 2.5728,                 2.5806,                 1.8427,               0.007327,               0.007327,               0.007327
                     56,                  1.472,                 3.0864,                 2.5839,                 1.7786,                0.30929,                0.30587,                0.23659,                0.13909,                0.23803,                0.10002,                0.07662,                0.03222,                 1.3897,                 2.5676,                 2.1325,                 1.8414,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.4702,                 3.0918,                  2.564,                 1.7768,                0.31149,                0.29519,                0.23432,                0.13759,                0.22422,                0.10259,                0.07791,                0.03296,                 1.3957,                 2.5647,                 2.1579,                 1.8434,               0.007228,               0.007228,               0.007228
                     58,                 1.4551,                 3.0769,                 2.5546,                 1.7689,                0.24277,                0.30165,                0.18587,                0.10791,                0.19751,                0.08899,                0.05524,                0.02359,                 1.3904,                 2.5728,                    inf,                 1.8395,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.4594,                 3.0862,                 2.5373,                  1.771,                0.26186,                0.30855,                0.21819,                0.12847,                0.19936,                0.10326,                0.07102,                   0.03,                  1.399,                 2.5645,                 2.4936,                 1.8474,               0.007129,               0.007129,               0.007129
                     60,                 1.4601,                 3.0493,                 2.5309,                 1.7731,                0.26334,                0.30973,                0.22064,                0.13034,                0.20311,                0.10198,                0.06914,                0.02931,                 1.3745,                 2.5429,                   2.83,                 1.8213,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.4614,                 3.0686,                 2.5308,                  1.772,                0.31071,                0.30132,                0.22754,                0.13294,                0.23174,                0.09771,                 0.0693,                 0.0301,                 1.3677,                 2.5378,                 2.7805,                 1.8213,                0.00703,                0.00703,                0.00703
                     62,                  1.452,                 3.0546,                 2.5086,                 1.7671,                0.29485,                0.30694,                0.23378,                0.13817,                0.24607,                0.09582,                0.07622,                 0.0326,                 1.3684,                 2.5387,                 2.1728,                  1.824,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.4558,                 3.0705,                 2.4945,                 1.7649,                0.28747,                 0.3093,                0.22915,                  0.135,                0.22186,                0.10935,                0.07562,                0.03215,                  1.364,                  2.551,                 2.2716,                 1.8209,               0.006931,               0.006931,               0.006931
                     64,                 1.4472,                 3.0553,                 2.4777,                 1.7626,                0.28115,                0.32554,                0.22284,                0.13303,                0.21162,                0.10217,                0.07267,                0.03156,                 1.3679,                 2.5432,                 2.4393,                 1.8175,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.4498,                 3.0682,                 2.4891,                 1.7604,                0.25553,                 0.3317,                0.22971,                 0.1377,                0.19167,                0.11227,                0.07758,                0.03307,                 1.3613,                 2.5395,                 2.4498,                 1.8142,               0.006832,               0.006832,               0.006832
                     66,                 1.4439,                 3.0534,                 2.4666,                  1.754,                0.29027,                0.33578,                0.24147,                0.14507,                0.25781,                0.10088,                0.07835,                  0.033,                 1.3493,                 2.5182,                 2.1353,                 1.8095,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.4373,                 3.0463,                 2.4753,                 1.7502,                0.30935,                 0.3139,                0.24225,                0.14472,                0.25509,                0.10594,                0.07673,                0.03246,                 1.3398,                  2.517,                 2.1645,                 1.8035,               0.006733,               0.006733,               0.006733
                     68,                 1.4312,                  3.047,                 2.4314,                 1.7478,                0.31899,                 0.3328,                 0.2556,                0.15348,                0.24971,                0.10536,                0.08339,                0.03538,                 1.3399,                 2.5249,                  2.056,                 1.8081,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.4231,                 3.0194,                 2.4275,                 1.7405,                0.27771,                0.33178,                0.23149,                0.13766,                0.19267,                0.11538,                0.07553,                0.03164,                 1.3508,                 2.5321,                 2.3126,                 1.8129,               0.006634,               0.006634,               0.006634
                     70,                 1.4333,                 3.0299,                 2.4213,                 1.7457,                0.28201,                0.33294,                0.23267,                0.13696,                0.17263,                 0.1212,                0.07302,                0.03049,                 1.3443,                 2.5168,                 3.0078,                  1.799,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.4191,                 3.0278,                   2.41,                 1.7375,                0.31849,                0.32914,                0.25488,                0.15378,                0.22381,                0.11981,                0.08631,                0.03604,                 1.3354,                 2.5067,                 2.0553,                 1.7923,               0.006535,               0.006535,               0.006535
                     72,                 1.4205,                 3.0288,                  2.407,                 1.7346,                0.32826,                 0.3322,                0.26004,                0.15636,                0.22348,                0.11462,                0.08855,                0.03748,                 1.3458,                 2.5118,                 2.0554,                 1.8028,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.4178,                 3.0002,                 2.3811,                 1.7332,                0.30832,                0.32921,                0.25837,                0.15558,                0.18986,                0.12363,                0.08797,                0.03704,                 1.3353,                 2.5025,                 2.0477,                 1.7947,               0.006436,               0.006436,               0.006436
                     74,                 1.4182,                 3.0131,                 2.3837,                 1.7363,                 0.3103,                0.32675,                0.26302,                0.15963,                0.24757,                0.11637,                0.09203,                0.03846,                 1.3384,                 2.5078,                  2.034,                  1.796,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.4176,                 3.0224,                 2.3718,                 1.7339,                0.31941,                0.33933,                0.26231,                0.15997,                0.23643,                0.10925,                0.09062,                0.03808,                 1.3306,                 2.5063,                 2.0289,                 1.7949,               0.006337,               0.006337,               0.006337
                     76,                 1.4229,                 3.0187,                 2.3813,                 1.7403,                0.31831,                0.33087,                0.26799,                0.16373,                0.23255,                0.11294,                0.09372,                0.03914,                 1.3255,                  2.501,                  2.027,                 1.7949,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.4046,                 3.0023,                 2.3472,                 1.7221,                0.31245,                0.33246,                0.27063,                0.16459,                0.19088,                0.11598,                0.09252,                0.03903,                 1.3262,                 2.4975,                 2.0122,                 1.7914,               0.006238,               0.006238,               0.006238
                     78,                 1.4085,                 3.0093,                 2.3593,                  1.726,                0.31808,                0.33044,                0.27037,                0.16567,                0.22918,                0.11732,                 0.0928,                0.03929,                 1.3249,                   2.49,                 2.0141,                  1.786,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.4146,                 3.0166,                 2.3561,                 1.7313,                0.32925,                0.33845,                0.27044,                0.16504,                0.18302,                0.12543,                0.09019,                0.03866,                 1.3274,                 2.4896,                 2.0173,                 1.7877,               0.006139,               0.006139,               0.006139
                     80,                 1.4082,                 2.9977,                 2.3183,                 1.7282,                0.30193,                0.33807,                0.26855,                 0.1634,                0.20736,                0.11814,                 0.0903,                0.03754,                 1.3233,                 2.4941,                  2.014,                 1.7857,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.4049,                 2.9932,                  2.333,                 1.7236,                0.31466,                0.34798,                0.26921,                0.16389,                0.25627,                 0.1059,                0.08984,                0.03741,                 1.3126,                 2.4882,                 2.0135,                 1.7773,                0.00604,                0.00604,                0.00604
                     82,                 1.4055,                 3.0137,                   2.32,                 1.7246,                0.30964,                0.34823,                0.27005,                0.16548,                 0.1974,                0.11765,                0.08914,                0.03721,                 1.3076,                 2.4817,                 2.0038,                 1.7738,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.4013,                  3.003,                 2.3103,                 1.7193,                0.31842,                 0.3482,                0.27207,                0.16619,                0.20001,                 0.1248,                0.09289,                0.03822,                  1.304,                 2.4787,                 2.0022,                 1.7724,               0.005941,               0.005941,               0.005941
                     84,                 1.3971,                 2.9851,                 2.3161,                 1.7199,                0.31883,                0.34765,                0.27436,                0.16726,                0.19403,                0.12409,                0.09445,                0.03947,                 1.3061,                 2.4829,                 2.0019,                 1.7757,              0.0058915,              0.0058915,              0.0058915
                     85,                  1.399,                 2.9914,                 2.2952,                 1.7178,                0.32218,                0.35064,                0.28029,                  0.171,                0.19413,                0.12645,                0.09536,                0.04006,                  1.306,                  2.482,                 1.9886,                 1.7727,               0.005842,               0.005842,               0.005842
                     86,                 1.3901,                 2.9745,                 2.2742,                 1.7118,                0.31857,                0.34974,                0.27876,                 0.1707,                0.18251,                0.12646,                0.09335,                0.03871,                 1.3029,                 2.4834,                 1.9823,                 1.7718,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.3918,                 2.9705,                 2.2828,                 1.7106,                0.32121,                0.35353,                0.28163,                0.17217,                0.18582,                0.12392,                0.09393,                0.03919,                  1.303,                 2.4835,                 1.9822,                 1.7695,               0.005743,               0.005743,               0.005743
                     88,                 1.3893,                 2.9725,                 2.2753,                 1.7066,                0.31666,                0.35841,                 0.2809,                0.17233,                0.19949,                0.12016,                0.09502,                0.03959,                 1.3054,                 2.4849,                 1.9809,                 1.7697,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.3873,                 2.9696,                 2.2501,                 1.7068,                0.30872,                0.36374,                0.28088,                0.17173,                0.19989,                0.11993,                0.09478,                0.03994,                 1.3014,                 2.4798,                  1.979,                 1.7702,               0.005644,               0.005644,               0.005644
                     90,                 1.3881,                 2.9815,                 2.2535,                 1.7083,                0.31467,                0.35285,                0.28179,                 0.1721,                0.18677,                0.12592,                0.09446,                0.04003,                 1.3009,                 2.4806,                 1.9743,                 1.7706,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.3713,                 2.9479,                 2.2229,                 1.6984,                 0.3244,                0.34598,                0.28121,                0.17335,                0.18168,                0.12959,                 0.0949,                0.04032,                 1.2988,                 2.4788,                  1.974,                 1.7714,               0.005545,               0.005545,               0.005545
                     92,                 1.3831,                 2.9638,                  2.247,                 1.7072,                0.32219,                0.36117,                0.28293,                0.17399,                0.18193,                0.12651,                0.09499,                0.04021,                 1.2989,                 2.4806,                 1.9707,                 1.7725,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.3787,                 2.9442,                 2.2221,                 1.7019,                0.32082,                0.35713,                0.28289,                 0.1745,                  0.184,                0.13289,                0.09669,                0.04082,                 1.2994,                 2.4832,                 1.9689,                 1.7732,               0.005446,               0.005446,               0.005446
                     94,                  1.372,                 2.9612,                 2.2048,                 1.6924,                0.32612,                0.34922,                0.28379,                0.17462,                0.19035,                0.13254,                0.09818,                0.04084,                 1.2973,                 2.4817,                 1.9708,                  1.772,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.3663,                 2.9321,                 2.1892,                 1.6908,                0.32817,                0.34953,                 0.2859,                0.17638,                0.18436,                 0.1293,                0.09815,                0.04094,                 1.2939,                 2.4782,                 1.9653,                 1.7694,               0.005347,               0.005347,               0.005347
                     96,                 1.3674,                 2.9527,                 2.1768,                 1.6885,                0.32659,                0.35641,                0.28657,                0.17734,                0.17324,                0.13183,                0.09765,                0.04103,                 1.2943,                 2.4795,                 1.9593,                 1.7693,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.3598,                 2.9455,                 2.1696,                 1.6819,                0.32531,                 0.3553,                0.28729,                0.17813,                0.17282,                0.13324,                0.09864,                0.04145,                 1.2913,                 2.4773,                 1.9561,                 1.7663,               0.005248,               0.005248,               0.005248
                     98,                 1.3685,                 2.9317,                 2.1718,                 1.6947,                0.32063,                0.35906,                0.28664,                0.17835,                0.17598,                0.13223,                0.10055,                0.04153,                 1.2917,                 2.4761,                 1.9557,                 1.7658,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.3622,                 2.9322,                 2.1719,                 1.6836,                0.31531,                0.35383,                0.28525,                0.17725,                0.18378,                0.13586,                0.09966,                0.04178,                 1.2919,                 2.4769,                 1.9583,                 1.7659,               0.005149,               0.005149,               0.005149
                    100,                  1.359,                 2.9148,                 2.1449,                 1.6835,                0.31632,                 0.3634,                0.28589,                0.17695,                0.17559,                 0.1305,                0.09868,                0.04141,                 1.2931,                  2.479,                 1.9606,                 1.7672,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.3552,                 2.9343,                 2.1434,                 1.6778,                0.31103,                0.36452,                0.28646,                0.17723,                0.18794,                0.12372,                0.09834,                0.04163,                 1.2946,                 2.4823,                 1.9651,                 1.7691,                0.00505,                0.00505,                0.00505
                    102,                 1.3524,                 2.9217,                 2.1281,                 1.6734,                 0.3103,                0.36537,                0.28546,                0.17643,                 0.1885,                0.12438,                0.09807,                0.04146,                  1.294,                 2.4813,                 1.9692,                 1.7676,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.3533,                 2.9126,                 2.1205,                 1.6783,                0.30818,                0.36207,                0.28495,                0.17623,                0.19534,                0.12173,                0.09938,                0.04156,                 1.2934,                 2.4805,                 1.9694,                 1.7669,               0.004951,               0.004951,               0.004951
                    104,                 1.3535,                 2.9205,                 2.1295,                 1.6794,                0.30677,                0.36584,                0.28723,                0.17617,                0.19228,                0.12495,                0.09993,                0.04174,                  1.291,                 2.4795,                 1.9652,                 1.7652,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.3512,                 2.9249,                 2.1216,                 1.6768,                0.31653,                0.35492,                0.28755,                0.17683,                 0.1869,                0.12882,                0.10024,                0.04184,                 1.2912,                 2.4789,                 1.9608,                 1.7641,               0.004852,               0.004852,               0.004852
