                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                  1.358,                 2.9314,                 2.1458,                 1.6796,                0.29373,                0.36497,                0.27126,                0.16546,                0.18374,                0.12895,                0.09632,                0.04031,                 1.3006,                 2.4665,                 2.0147,                 1.7712,                0.00505,                0.00505,                0.00505
                    102,                 1.3512,                 2.9227,                 2.1325,                 1.6767,                0.30502,                0.35687,                0.26856,                0.16378,                0.19799,                0.12951,                 0.0961,                   0.04,                 1.3034,                 2.4665,                 2.0736,                 1.7729,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.3538,                 2.9175,                 2.1193,                 1.6782,                0.31069,                  0.352,                0.26928,                0.16413,                0.19923,                0.13109,                0.09615,                0.03983,                 1.3045,                 2.4684,                 2.1043,                 1.7741,               0.004951,               0.004951,               0.004951
                    104,                  1.353,                 2.9222,                 2.1184,                 1.6812,                0.31438,                0.35369,                0.27024,                0.16637,                0.20707,                0.12789,                0.09667,                0.04008,                 1.3015,                 2.4674,                 2.0619,                 1.7727,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.3509,                 2.9269,                 2.1172,                 1.6789,                0.31409,                 0.3605,                0.27131,                0.16696,                 0.2026,                0.12905,                0.09667,                0.03996,                 1.2977,                 2.4649,                 2.0836,                 1.7696,               0.004852,               0.004852,               0.004852
                    106,                 1.3489,                  2.919,                 2.1051,                 1.6731,                0.31087,                0.35893,                0.27425,                0.16866,                0.19046,                0.12942,                0.09659,                0.03994,                 1.2936,                 2.4634,                 2.0829,                 1.7666,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.3464,                 2.9011,                 2.1131,                 1.6773,                 0.3088,                 0.3647,                0.27494,                0.16898,                0.18827,                0.12831,                0.09776,                0.04016,                 1.2926,                 2.4638,                 2.0359,                  1.767,               0.004753,               0.004753,               0.004753
                    108,                 1.3499,                 2.9076,                  2.099,                  1.677,                0.30982,                0.36215,                0.27649,                0.16999,                0.18498,                0.12874,                0.09873,                0.04046,                  1.292,                 2.4645,                 2.0066,                 1.7668,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.3357,                 2.8867,                 2.0709,                 1.6674,                0.31365,                0.35829,                0.27665,                0.17008,                0.18081,                0.13291,                0.09794,                0.03997,                 1.2924,                 2.4665,                 1.9961,                 1.7671,               0.004654,               0.004654,               0.004654
                    110,                 1.3324,                 2.8867,                 2.0498,                 1.6602,                0.31709,                0.35918,                0.27954,                0.17152,                 0.1838,                0.13248,                0.09776,                0.03988,                 1.2923,                 2.4669,                 1.9853,                 1.7662,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.3348,                 2.8914,                 2.0713,                 1.6646,                 0.3173,                0.35597,                0.28188,                0.17336,                0.18683,                0.13384,                0.09927,                0.04041,                 1.2918,                 2.4667,                 1.9799,                 1.7659,               0.004555,               0.004555,               0.004555
                    112,                 1.3404,                 2.9034,                 2.0697,                 1.6672,                0.31886,                0.35889,                0.28284,                0.17382,                 0.1823,                0.13776,                0.09875,                0.04053,                 1.2917,                  2.467,                 1.9778,                  1.766,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.3208,                  2.889,                 2.0202,                 1.6493,                 0.3187,                0.36045,                0.28349,                0.17381,                0.18543,                0.13346,                0.09886,                0.04082,                 1.2928,                 2.4676,                 1.9767,                 1.7682,               0.004456,               0.004456,               0.004456
                    114,                 1.3334,                 2.8828,                 2.0215,                 1.6562,                0.32802,                0.34773,                0.28385,                0.17398,                0.17566,                0.13854,                0.09924,                 0.0408,                 1.2933,                 2.4688,                 1.9781,                 1.7697,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.3343,                 2.8908,                 2.0368,                 1.6617,                0.32585,                0.34933,                0.28492,                0.17435,                 0.1784,                0.13741,                0.09946,                0.04081,                 1.2935,                 2.4705,                 1.9767,                 1.7705,               0.004357,               0.004357,               0.004357
                    116,                 1.3214,                 2.8636,                  2.013,                 1.6515,                0.31749,                0.35876,                0.28602,                0.17456,                0.19097,                0.13291,                0.09983,                0.04089,                 1.2946,                 2.4719,                 1.9749,                 1.7702,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.3249,                 2.8628,                 2.0208,                 1.6527,                0.32191,                0.35979,                0.28677,                0.17492,                0.19273,                0.13268,                0.10084,                0.04105,                 1.2964,                 2.4738,                  1.975,                 1.7724,               0.004258,               0.004258,               0.004258
                    118,                 1.3165,                 2.8754,                 1.9921,                 1.6449,                0.32148,                0.36171,                0.28675,                0.17511,                0.18667,                0.13277,                0.10099,                0.04121,                 1.2969,                 2.4754,                 1.9748,                 1.7723,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.3214,                 2.8754,                 1.9908,                 1.6491,                0.32752,                0.35525,                0.28676,                 0.1744,                0.18101,                0.13879,                0.10086,                0.04112,                 1.2981,                 2.4767,                 1.9741,                  1.773,               0.004159,               0.004159,               0.004159
                    120,                 1.3166,                 2.8639,                 1.9847,                 1.6487,                0.33078,                 0.3531,                0.28814,                0.17477,                0.18849,                0.13496,                 0.1013,                0.04145,                 1.2982,                  2.476,                 1.9724,                 1.7728,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.3101,                 2.8516,                 1.9693,                 1.6381,                 0.3317,                0.35127,                0.28935,                0.17579,                0.18238,                0.13843,                0.10268,                0.04193,                 1.2982,                 2.4769,                 1.9709,                 1.7726,                0.00406,                0.00406,                0.00406
                    122,                 1.3124,                 2.8662,                 1.9701,                 1.6406,                0.33083,                0.35057,                0.28845,                0.17648,                0.18139,                0.13861,                0.10236,                0.04195,                 1.2984,                 2.4765,                 1.9718,                 1.7733,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.3213,                 2.8729,                 1.9837,                 1.6462,                0.33211,                0.35161,                0.29009,                0.17737,                0.18323,                0.13924,                0.10304,                0.04228,                 1.2989,                  2.476,                 1.9719,                 1.7735,               0.003961,               0.003961,               0.003961
                    124,                 1.3063,                 2.8512,                 1.9581,                 1.6353,                0.33016,                 0.3534,                0.29081,                0.17772,                0.18257,                0.13822,                0.10286,                0.04247,                 1.2989,                 2.4757,                 1.9716,                 1.7732,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.3097,                 2.8588,                 1.9443,                 1.6382,                0.33202,                0.35173,                0.29112,                0.17826,                  0.185,                0.13778,                0.10338,                0.04245,                 1.2985,                 2.4766,                 1.9714,                 1.7728,               0.003862,               0.003862,               0.003862
                    126,                 1.2967,                 2.8217,                 1.9285,                 1.6309,                0.33177,                0.35182,                0.29192,                0.17886,                0.19145,                0.13336,                0.10409,                0.04241,                 1.2985,                 2.4769,                 1.9714,                 1.7725,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.2989,                 2.8405,                 1.9337,                 1.6322,                  0.333,                0.35103,                0.29249,                0.17919,                0.19205,                0.13284,                0.10407,                0.04233,                 1.2987,                 2.4779,                 1.9708,                 1.7729,               0.003763,               0.003763,               0.003763
                    128,                 1.2979,                 2.8353,                 1.9249,                 1.6276,                0.33198,                0.35366,                0.29282,                0.17985,                0.19143,                0.13338,                0.10413,                0.04233,                 1.2987,                 2.4777,                 1.9709,                 1.7731,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.3034,                 2.8411,                 1.9222,                 1.6305,                 0.3328,                0.35504,                0.29369,                0.18054,                0.18839,                0.13607,                0.10436,                 0.0425,                 1.2982,                 2.4764,                 1.9695,                 1.7733,               0.003664,               0.003664,               0.003664
                    130,                  1.294,                 2.8179,                 1.9006,                 1.6221,                0.33316,                0.35445,                0.29426,                0.18085,                0.19173,                0.13605,                0.10524,                0.04281,                 1.2979,                 2.4763,                 1.9699,                 1.7735,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.2809,                 2.8391,                   1.88,                 1.6134,                0.33278,                0.35308,                0.29411,                0.18139,                0.19204,                0.13507,                0.10463,                0.04269,                  1.297,                 2.4769,                   1.97,                  1.773,               0.003565,               0.003565,               0.003565
                    132,                 1.2933,                 2.8281,                 1.8992,                 1.6247,                0.33221,                0.35403,                0.29384,                0.18172,                0.19439,                0.13472,                0.10497,                0.04287,                 1.2972,                 2.4754,                 1.9698,                  1.773,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.2872,                 2.8408,                 1.8819,                 1.6163,                0.33341,                0.35343,                0.29495,                0.18218,                0.19423,                0.13427,                0.10528,                0.04306,                 1.2966,                 2.4742,                 1.9693,                 1.7729,               0.003466,               0.003466,               0.003466
                    134,                 1.2829,                 2.8076,                 1.8634,                 1.6186,                0.33197,                 0.3546,                0.29409,                0.18219,                0.19307,                0.13409,                0.10538,                0.04312,                  1.297,                 2.4738,                 1.9697,                 1.7735,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.2763,                 2.8093,                 1.8573,                 1.6062,                0.33045,                0.35696,                0.29477,                0.18251,                0.19354,                0.13362,                0.10527,                0.04307,                  1.297,                 2.4746,                 1.9701,                 1.7741,               0.003367,               0.003367,               0.003367
                    136,                 1.2772,                 2.8224,                 1.8522,                 1.6097,                 0.3313,                0.35743,                0.29479,                0.18234,                0.19886,                0.13199,                0.10557,                0.04313,                 1.2971,                 2.4749,                 1.9699,                 1.7746,              0.0033175,              0.0033175,              0.0033175
                    137,                  1.278,                 2.7957,                 1.8481,                 1.6099,                0.32903,                0.36282,                0.29511,                0.18242,                0.20337,                0.13124,                0.10572,                0.04318,                 1.2973,                  2.476,                 1.9698,                 1.7744,               0.003268,               0.003268,               0.003268
                    138,                  1.275,                 2.8027,                 1.8295,                 1.6074,                0.32975,                0.36233,                0.29498,                0.18261,                0.20205,                0.13091,                0.10563,                0.04313,                 1.2974,                 2.4764,                 1.9691,                 1.7748,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.2681,                 2.7864,                 1.8191,                 1.6021,                0.32452,                0.36753,                0.29519,                0.18274,                0.20609,                0.13057,                0.10553,                0.04313,                 1.2981,                 2.4769,                 1.9687,                 1.7756,               0.003169,               0.003169,               0.003169
                    140,                 1.2721,                 2.7989,                 1.8355,                 1.6059,                0.32536,                0.36882,                0.29541,                0.18266,                0.20558,                0.13121,                0.10623,                0.04318,                 1.2986,                 2.4767,                 1.9691,                 1.7766,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.2638,                 2.7994,                 1.8189,                 1.5958,                0.32663,                0.36855,                0.29582,                0.18291,                0.20806,                0.13075,                0.10611,                0.04322,                 1.2986,                 2.4769,                 1.9689,                 1.7763,                0.00307,                0.00307,                0.00307
                    142,                 1.2563,                 2.7906,                  1.809,                 1.5947,                0.32743,                0.36744,                 0.2958,                0.18315,                0.21003,                0.13027,                0.10633,                0.04333,                 1.2988,                 2.4765,                 1.9688,                 1.7765,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.2568,                 2.7908,                 1.7955,                 1.5921,                0.32709,                0.36686,                0.29587,                0.18328,                0.21066,                0.12977,                0.10642,                0.04334,                  1.299,                 2.4773,                 1.9689,                 1.7767,               0.002971,               0.002971,               0.002971
                    144,                 1.2622,                 2.7951,                 1.7832,                 1.5942,                0.32713,                0.36806,                0.29531,                0.18307,                0.21183,                0.12898,                0.10628,                0.04317,                 1.2992,                 2.4784,                 1.9691,                 1.7771,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.2638,                  2.762,                 1.7842,                 1.5979,                0.32684,                 0.3687,                0.29505,                0.18281,                0.21203,                0.12896,                0.10606,                0.04306,                  1.299,                  2.479,                   1.97,                 1.7768,               0.002872,               0.002872,               0.002872
                    146,                 1.2571,                 2.7738,                 1.7856,                 1.5897,                0.32554,                0.36886,                0.29519,                0.18304,                0.21159,                0.12956,                 0.1062,                0.04296,                 1.2996,                  2.479,                 1.9703,                 1.7777,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.2548,                 2.7783,                 1.7786,                 1.5892,                 0.3249,                0.37088,                0.29556,                0.18337,                  0.216,                0.12813,                0.10648,                0.04321,                 1.2996,                 2.4793,                 1.9701,                 1.7778,               0.002773,               0.002773,               0.002773
                    148,                 1.2584,                 2.7648,                 1.7682,                 1.5892,                0.32533,                0.37156,                0.29553,                0.18335,                0.21505,                0.12797,                0.10643,                0.04329,                 1.2997,                 2.4798,                 1.9705,                  1.778,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.2412,                 2.7441,                 1.7435,                  1.576,                0.32486,                0.37178,                0.29563,                0.18355,                0.21636,                0.12881,                0.10638,                0.04318,                 1.3001,                 2.4809,                 1.9708,                 1.7786,               0.002674,               0.002674,               0.002674
                    150,                 1.2472,                 2.7665,                 1.7408,                 1.5812,                0.32474,                0.37425,                0.29609,                0.18367,                0.21479,                 0.1296,                0.10674,                0.04311,                 1.3002,                 2.4805,                 1.9709,                 1.7786,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.2398,                 2.7542,                 1.7505,                 1.5767,                0.32426,                0.37535,                0.29619,                0.18383,                0.21011,                0.13129,                0.10672,                0.04313,                 1.2999,                 2.4811,                 1.9712,                 1.7783,               0.002575,               0.002575,               0.002575
                    152,                 1.2391,                  2.751,                 1.7376,                 1.5774,                0.32498,                 0.3758,                0.29637,                0.18387,                 0.2124,                0.13122,                0.10628,                0.04309,                 1.3003,                 2.4809,                 1.9715,                 1.7787,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.2447,                 2.7559,                 1.7466,                 1.5813,                0.32723,                0.37425,                0.29665,                0.18399,                0.21138,                0.13216,                0.10671,                0.04317,                 1.3006,                 2.4817,                 1.9722,                 1.7789,               0.002476,               0.002476,               0.002476
                    154,                 1.2263,                 2.7198,                 1.6988,                  1.567,                0.32702,                0.37355,                0.29661,                  0.184,                0.21245,                 0.1323,                0.10664,                0.04306,                 1.3006,                 2.4822,                 1.9719,                 1.7793,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.2316,                 2.7306,                 1.7051,                 1.5704,                0.32647,                0.37556,                0.29716,                0.18414,                0.21233,                0.13181,                0.10657,                 0.0431,                 1.3006,                 2.4824,                 1.9718,                 1.7791,               0.002377,               0.002377,               0.002377
                    156,                  1.229,                 2.7317,                 1.6997,                 1.5684,                0.32495,                0.37763,                0.29783,                0.18484,                0.21324,                0.13219,                0.10675,                0.04308,                 1.3003,                 2.4827,                 1.9721,                 1.7792,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.2269,                 2.7506,                 1.6948,                 1.5674,                0.32525,                0.37756,                0.29837,                0.18517,                0.21374,                0.13078,                0.10683,                0.04309,                 1.3002,                 2.4832,                 1.9725,                 1.7791,               0.002278,               0.002278,               0.002278
                    158,                 1.2331,                 2.7284,                 1.6963,                 1.5701,                0.32733,                0.37606,                0.29828,                0.18537,                0.21386,                0.13055,                 0.1068,                 0.0431,                 1.3002,                 2.4833,                 1.9728,                 1.7792,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.2184,                 2.7309,                 1.6687,                 1.5554,                0.32817,                0.37633,                0.29839,                0.18585,                0.21328,                0.13094,                0.10695,                 0.0431,                 1.3001,                 2.4841,                 1.9725,                 1.7795,               0.002179,               0.002179,               0.002179
                    160,                 1.2147,                 2.7151,                 1.6623,                 1.5536,                0.33011,                  0.374,                0.29883,                0.18612,                0.21351,                0.13118,                0.10703,                0.04313,                    1.3,                 2.4843,                 1.9722,                 1.7797,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.2186,                   2.72,                 1.6615,                 1.5586,                0.33141,                0.37324,                0.29924,                0.18637,                0.21279,                0.13098,                0.10709,                 0.0432,                 1.2999,                 2.4837,                 1.9725,                 1.7799,                0.00208,                0.00208,                0.00208
                    162,                 1.2149,                 2.7246,                 1.6662,                 1.5532,                0.33179,                 0.3728,                0.29921,                0.18643,                0.21425,                0.13054,                0.10725,                0.04318,                 1.2998,                 2.4839,                 1.9731,                   1.78,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.2147,                 2.7234,                 1.6581,                 1.5533,                0.33131,                0.37509,                0.29892,                 0.1864,                0.21179,                0.13147,                0.10725,                0.04323,                    1.3,                 2.4838,                 1.9739,                 1.7804,               0.001981,               0.001981,               0.001981
                    164,                 1.2114,                 2.7209,                 1.6579,                 1.5489,                0.33092,                0.37576,                0.29904,                0.18646,                0.21221,                0.13089,                0.10719,                0.04335,                 1.3001,                 2.4841,                 1.9748,                 1.7806,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.2086,                 2.7265,                 1.6439,                 1.5469,                 0.3316,                0.37355,                0.29929,                0.18662,                0.21232,                0.13118,                 0.1074,                0.04337,                    1.3,                 2.4844,                 1.9754,                 1.7806,               0.001882,               0.001882,               0.001882
                    166,                 1.2078,                  2.711,                 1.6471,                 1.5487,                0.33256,                0.37215,                0.29782,                0.18593,                 0.2101,                0.13326,                0.10719,                0.04344,                 1.3002,                 2.4842,                 1.9761,                 1.7808,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.1986,                 2.6897,                 1.6156,                 1.5393,                0.33303,                 0.3724,                0.29878,                0.18621,                 0.2084,                0.13393,                0.10724,                0.04336,                 1.3005,                 2.4848,                 1.9766,                 1.7812,               0.001783,               0.001783,               0.001783
                    168,                  1.201,                 2.6869,                 1.6245,                 1.5428,                0.33326,                0.37158,                0.29904,                0.18659,                0.20848,                0.13253,                0.10711,                0.04341,                 1.3009,                 2.4853,                 1.9772,                 1.7818,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.1928,                  2.686,                  1.609,                 1.5377,                0.33185,                0.37306,                 0.2994,                0.18672,                0.20822,                0.13293,                0.10691,                0.04335,                 1.3013,                 2.4858,                 1.9784,                 1.7822,               0.001684,               0.001684,               0.001684
                    170,                 1.1982,                 2.6892,                 1.5997,                 1.5366,                0.33236,                0.37268,                0.29961,                0.18681,                0.20666,                0.13558,                 0.1074,                0.04342,                 1.3015,                 2.4864,                 1.9788,                 1.7825,              0.0016345,              0.0016345,              0.0016345
                    171,                  1.195,                 2.6758,                 1.5939,                 1.5385,                0.33528,                 0.3711,                0.29973,                0.18697,                0.20746,                0.13349,                 0.1069,                0.04351,                 1.3015,                 2.4868,                 1.9797,                 1.7826,               0.001585,               0.001585,               0.001585
                    172,                 1.1991,                 2.6811,                 1.5806,                 1.5405,                 0.3332,                 0.3719,                 0.2995,                0.18693,                0.20301,                0.13422,                0.10673,                0.04345,                 1.3015,                  2.487,                 1.9802,                  1.783,              0.0015355,              0.0015355,              0.0015355
                    173,                   1.19,                 2.6656,                 1.5701,                 1.5322,                0.33348,                0.37256,                0.29943,                0.18694,                0.20407,                 0.1342,                0.10652,                0.04345,                 1.3017,                 2.4876,                  1.981,                 1.7832,               0.001486,               0.001486,               0.001486
                    174,                 1.1851,                 2.6638,                  1.567,                 1.5263,                0.33309,                0.37313,                0.29963,                0.18698,                0.20457,                0.13465,                0.10696,                0.04351,                 1.3025,                 2.4876,                 1.9818,                 1.7837,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.1857,                 2.6863,                   1.57,                 1.5267,                 0.3339,                0.37187,                0.29986,                0.18701,                0.20511,                0.13466,                0.10697,                0.04338,                 1.3028,                 2.4883,                 1.9823,                 1.7839,               0.001387,               0.001387,               0.001387
                    176,                 1.1755,                 2.6559,                 1.5465,                 1.5179,                 0.3325,                0.37313,                0.30001,                0.18711,                0.20494,                0.13374,                0.10666,                0.04342,                 1.3029,                 2.4893,                 1.9828,                 1.7843,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.1806,                 2.6591,                 1.5548,                 1.5244,                0.33259,                0.37302,                0.30025,                0.18728,                  0.203,                0.13494,                0.10756,                0.04349,                 1.3037,                 2.4899,                 1.9836,                 1.7851,               0.001288,               0.001288,               0.001288
                    178,                 1.1787,                 2.6724,                 1.5429,                 1.5194,                0.33285,                0.37291,                0.29984,                0.18715,                0.20322,                0.13467,                0.10758,                 0.0435,                 1.3044,                 2.4903,                 1.9847,                 1.7859,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.1759,                 2.6685,                 1.5329,                 1.5209,                0.33336,                0.37103,                0.29966,                 0.1871,                0.19805,                0.13854,                0.10829,                0.04364,                 1.3048,                 2.4909,                 1.9852,                 1.7865,               0.001189,               0.001189,               0.001189
                    180,                 1.1637,                 2.6482,                  1.515,                 1.5086,                0.33516,                0.37066,                 0.3001,                0.18735,                0.19977,                0.13751,                0.10767,                0.04362,                 1.3052,                 2.4914,                 1.9857,                 1.7871,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.1767,                  2.662,                 1.5313,                 1.5192,                0.33535,                0.37061,                 0.3003,                0.18751,                0.19821,                 0.1405,                0.10842,                0.04376,                 1.3055,                 2.4916,                 1.9868,                 1.7876,                0.00109,                0.00109,                0.00109
                    182,                 1.1673,                 2.6395,                 1.5264,                 1.5137,                0.33537,                0.36997,                0.30029,                0.18747,                0.19999,                0.13726,                0.10803,                0.04384,                  1.306,                 2.4921,                 1.9877,                 1.7881,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.1728,                 2.6523,                 1.5262,                 1.5137,                0.33528,                 0.3701,                 0.3004,                0.18736,                0.18895,                0.14915,                0.10835,                0.04386,                 1.3062,                 2.4924,                 1.9885,                 1.7886,               0.000991,               0.000991,               0.000991
                    184,                 1.1662,                 2.6487,                 1.5119,                 1.5113,                0.33547,                0.36978,                0.30041,                0.18736,                0.18849,                0.14883,                0.10847,                0.04384,                 1.3063,                  2.493,                 1.9891,                 1.7889,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.1679,                 2.6756,                 1.5142,                  1.512,                 0.3362,                0.36887,                0.30034,                0.18737,                0.18787,                0.14892,                0.10861,                0.04394,                 1.3067,                 2.4934,                 1.9903,                 1.7892,               0.000892,               0.000892,               0.000892
                    186,                 1.1673,                 2.6406,                 1.5003,                 1.5123,                0.33582,                0.36828,                0.30011,                0.18727,                0.18854,                0.14879,                0.10874,                0.04394,                 1.3071,                 2.4935,                 1.9914,                 1.7899,              0.0008425,              0.0008425,              0.0008425
                    187,                  1.159,                 2.6287,                 1.4821,                 1.5032,                0.33528,                0.36921,                0.30009,                0.18745,                0.19241,                0.14707,                0.10878,                0.04401,                 1.3075,                 2.4941,                 1.9926,                 1.7903,               0.000793,               0.000793,               0.000793
                    188,                 1.1615,                 2.6321,                 1.4935,                 1.5063,                0.33476,                0.37047,                0.30008,                0.18738,                0.19276,                0.14714,                0.10859,                0.04405,                  1.308,                 2.4949,                 1.9935,                 1.7912,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.1516,                 2.6357,                   1.48,                 1.4981,                 0.3341,                0.37027,                0.29988,                 0.1873,                0.20181,                0.13717,                0.10841,                0.04401,                 1.3082,                 2.4954,                 1.9943,                 1.7915,               0.000694,               0.000694,               0.000694
                    190,                 1.1546,                 2.6229,                 1.4669,                 1.4999,                0.33447,                0.37175,                0.30021,                0.18725,                0.20075,                0.13821,                0.10855,                0.04411,                 1.3087,                 2.4964,                 1.9955,                 1.7924,              0.0006445,              0.0006445,              0.0006445
                    191,                0.95952,                 2.0973,                 1.0383,                 1.4793,                0.33414,                0.37291,                0.30011,                0.18732,                0.19162,                0.14699,                0.10868,                0.04417,                 1.3088,                 2.4966,                 1.9958,                 1.7926,               0.000595,               0.000595,               0.000595
                    192,                0.92803,                 2.0553,                0.96994,                 1.4517,                 0.3345,                0.37265,                0.30031,                0.18736,                0.19084,                0.14718,                0.10833,                0.04412,                 1.3087,                 2.4971,                 1.9968,                 1.7928,              0.0005455,              0.0005455,              0.0005455
                    193,                0.92636,                 2.0524,                0.95678,                 1.4461,                0.33453,                0.37255,                0.30018,                0.18735,                 0.1877,                0.14783,                0.10838,                0.04408,                 1.3089,                 2.4975,                 1.9972,                 1.7931,               0.000496,               0.000496,               0.000496
                    194,                0.91922,                 2.0469,                0.94237,                 1.4426,                0.33791,                0.36674,                0.30011,                0.18748,                0.18801,                0.14795,                0.10878,                0.04414,                 1.3086,                 2.4975,                  1.998,                  1.793,              0.0004465,              0.0004465,              0.0004465
                    195,                0.90626,                 2.0323,                0.92497,                 1.4321,                0.33824,                0.36641,                0.30025,                0.18728,                0.18863,                0.14792,                0.10874,                0.04408,                 1.3086,                 2.4973,                 1.9988,                 1.7934,               0.000397,               0.000397,               0.000397
                    196,                0.89958,                 2.0256,                0.91479,                 1.4263,                0.33819,                0.36621,                 0.2999,                 0.1871,                0.18538,                0.15047,                0.10867,                0.04399,                 1.3084,                 2.4973,                 1.9998,                 1.7935,              0.0003475,              0.0003475,              0.0003475
                    197,                 0.9026,                 2.0333,                0.91151,                 1.4298,                0.33802,                0.36451,                 0.2997,                0.18708,                0.18547,                0.15041,                0.10885,                0.04403,                  1.308,                 2.4979,                 2.0007,                 1.7935,               0.000298,               0.000298,               0.000298
                    198,                0.89792,                 2.0175,                0.90438,                 1.4245,                0.33709,                0.36663,                0.30008,                0.18727,                0.19458,                0.14552,                0.10906,                0.04407,                 1.3077,                 2.4977,                 2.0016,                 1.7936,              0.0002485,              0.0002485,              0.0002485
                    199,                0.89156,                 2.0211,                0.89549,                 1.4201,                0.33344,                0.37028,                0.30021,                0.18737,                0.19532,                 0.1447,                0.10894,                0.04405,                 1.3075,                 2.4981,                 2.0032,                 1.7938,               0.000199,               0.000199,               0.000199
                    200,                0.88897,                 2.0058,                0.88327,                 1.4147,                  0.333,                0.36987,                0.30005,                 0.1873,                0.19465,                0.14679,                0.10875,                0.04396,                 1.3073,                 2.4979,                 2.0043,                 1.7939,              0.0001495,              0.0001495,              0.0001495
