                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 1.3622,                 2.8193,                 2.2046,                 1.6982,                0.30974,                0.34155,                0.25364,                0.15296,                0.18171,                0.11215,                0.07378,                0.02991,                 1.2859,                 2.3538,                  2.026,                 1.7735,               0.004951,               0.004951,               0.004951
                    104,                 1.3655,                 2.8224,                  2.213,                 1.6986,                0.30912,                0.34178,                0.25618,                0.15445,                0.18452,                0.11327,                0.07331,                0.02977,                 1.2829,                 2.3503,                 2.0231,                 1.7709,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.3654,                 2.8354,                 2.2202,                 1.6986,                0.29978,                0.34109,                0.25686,                0.15606,                 0.1845,                0.11224,                0.07364,                0.03002,                 1.2794,                 2.3475,                 2.0163,                 1.7682,               0.004852,               0.004852,               0.004852
                    106,                 1.3623,                 2.8274,                 2.1974,                 1.6901,                0.30804,                0.33797,                0.25733,                0.15651,                 0.1858,                0.11233,                0.07418,                 0.0303,                 1.2809,                 2.3482,                 2.0157,                 1.7691,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.3632,                 2.8101,                 2.2077,                 1.6971,                0.29214,                 0.3443,                0.25823,                0.15639,                0.17592,                0.11092,                0.07459,                0.03034,                 1.2822,                 2.3487,                 2.0173,                 1.7708,               0.004753,               0.004753,               0.004753
                    108,                 1.3637,                  2.819,                 2.1913,                 1.6955,                0.29663,                 0.3478,                0.25833,                0.15632,                0.17014,                0.11411,                0.07479,                0.03009,                 1.2821,                   2.35,                 2.0176,                 1.7713,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.3494,                 2.7974,                  2.166,                 1.6854,                0.28879,                0.35127,                 0.2595,                0.15733,                0.16781,                0.11526,                0.07537,                0.03018,                 1.2831,                 2.3513,                 2.0178,                 1.7741,               0.004654,               0.004654,               0.004654
                    110,                 1.3465,                 2.8023,                 2.1538,                  1.679,                0.28791,                0.35026,                0.26077,                0.15838,                0.16523,                  0.112,                0.07598,                0.03014,                 1.2821,                 2.3495,                 2.0126,                 1.7724,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.3442,                 2.7968,                 2.1619,                 1.6768,                0.28636,                0.35375,                0.26147,                0.15927,                0.15323,                0.11368,                0.07687,                0.03046,                 1.2798,                 2.3486,                 2.0124,                 1.7699,               0.004555,               0.004555,               0.004555
                    112,                 1.3547,                 2.8162,                 2.1693,                 1.6862,                0.28975,                 0.3494,                0.26118,                0.15949,                0.16757,                0.11149,                0.07624,                0.03043,                 1.2793,                 2.3464,                 2.0102,                   1.77,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.3349,                  2.804,                 2.1171,                 1.6713,                0.29534,                0.34327,                0.26176,                 0.1597,                 0.1691,                 0.1105,                0.07634,                0.03082,                 1.2769,                 2.3444,                  2.009,                 1.7677,               0.004456,               0.004456,               0.004456
                    114,                 1.3433,                 2.7925,                 2.1083,                 1.6698,                0.29563,                0.34198,                0.26121,                0.15999,                0.16745,                0.10998,                0.07682,                0.03091,                 1.2773,                 2.3437,                 2.0088,                 1.7677,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.3444,                 2.8006,                 2.1244,                  1.676,                0.29508,                0.34276,                0.25997,                0.15911,                0.17105,                0.11063,                0.07804,                0.03102,                 1.2782,                 2.3443,                 2.0113,                 1.7683,               0.004357,               0.004357,               0.004357
                    116,                 1.3368,                 2.7821,                 2.1009,                 1.6697,                0.29585,                 0.3452,                0.26204,                0.15998,                0.16731,                0.11217,                0.07874,                0.03144,                 1.2791,                 2.3456,                 2.0113,                 1.7694,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.3339,                 2.7769,                 2.1125,                 1.6652,                  0.297,                0.34308,                0.26166,                0.15974,                  0.168,                0.11064,                 0.0775,                0.03121,                 1.2802,                 2.3465,                 2.0111,                 1.7697,               0.004258,               0.004258,               0.004258
                    118,                 1.3363,                 2.7894,                 2.0951,                 1.6655,                 0.2976,                0.34428,                0.26268,                0.16072,                0.14838,                0.11303,                0.07799,                0.03141,                 1.2796,                 2.3467,                 2.0086,                  1.769,              0.0042085,              0.0042085,              0.0042085
                    119,                  1.335,                 2.7888,                 2.0897,                  1.667,                 0.2953,                0.34721,                0.26274,                0.16082,                0.15246,                0.11074,                0.07918,                0.03176,                 1.2806,                 2.3469,                 2.0082,                 1.7695,               0.004159,               0.004159,               0.004159
                    120,                 1.3293,                 2.7775,                 2.0758,                  1.665,                0.29325,                 0.3485,                0.26313,                0.16089,                0.17129,                0.10965,                0.07898,                 0.0317,                 1.2807,                 2.3465,                 2.0065,                 1.7694,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.3253,                 2.7686,                 2.0701,                 1.6589,                0.29504,                 0.3467,                0.26381,                0.16136,                0.16593,                0.11023,                0.08012,                0.03173,                 1.2802,                 2.3463,                 2.0049,                  1.769,                0.00406,                0.00406,                0.00406
                    122,                 1.3239,                 2.7772,                 2.0726,                 1.6585,                0.29659,                 0.3459,                0.26402,                0.16166,                0.16503,                0.11033,                0.08084,                0.03181,                 1.2788,                  2.345,                 2.0045,                 1.7675,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.3301,                 2.7834,                 2.0723,                 1.6614,                0.29533,                0.35116,                0.26521,                0.16213,                0.16404,                0.11144,                 0.0804,                0.03161,                  1.277,                 2.3439,                 2.0039,                 1.7663,               0.003961,               0.003961,               0.003961
                    124,                 1.3208,                 2.7661,                 2.0548,                 1.6543,                0.29611,                0.35142,                0.26604,                0.16248,                 0.1646,                0.11105,                0.08009,                0.03167,                 1.2768,                 2.3437,                 2.0017,                  1.766,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.3249,                  2.774,                 2.0441,                 1.6571,                 0.2955,                 0.3512,                0.26625,                0.16277,                0.16415,                0.11252,                0.08085,                0.03195,                 1.2757,                 2.3448,                 2.0018,                 1.7647,               0.003862,               0.003862,               0.003862
                    126,                 1.3081,                 2.7333,                 2.0287,                 1.6467,                0.29992,                0.34945,                0.26641,                0.16273,                0.16284,                0.11349,                0.08001,                0.03162,                 1.2764,                 2.3447,                 2.0025,                 1.7647,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.3105,                  2.756,                 2.0333,                 1.6475,                0.30028,                0.34933,                0.26694,                0.16301,                 0.1622,                 0.1146,                0.08083,                0.03177,                 1.2774,                 2.3446,                 2.0027,                 1.7648,               0.003763,               0.003763,               0.003763
                    128,                 1.3063,                 2.7465,                 2.0199,                 1.6414,                0.30181,                0.34864,                0.26783,                 0.1631,                 0.1616,                0.11517,                0.08128,                0.03179,                 1.2777,                 2.3443,                 2.0018,                 1.7647,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.3168,                 2.7532,                 2.0231,                 1.6467,                0.30161,                0.35015,                0.26799,                0.16329,                0.16455,                0.11694,                0.08081,                0.03168,                 1.2772,                 2.3439,                  2.001,                 1.7641,               0.003664,               0.003664,               0.003664
                    130,                 1.3079,                 2.7407,                 2.0064,                 1.6408,                0.30147,                0.34879,                0.26843,                0.16341,                0.15594,                 0.1167,                0.08094,                0.03188,                 1.2763,                 2.3437,                 2.0015,                 1.7634,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.2983,                 2.7548,                 1.9753,                 1.6331,                0.30095,                0.35335,                0.26875,                0.16379,                0.15221,                0.11849,                0.08085,                0.03194,                 1.2757,                 2.3437,                 2.0011,                 1.7632,               0.003565,               0.003565,               0.003565
                    132,                 1.3086,                 2.7427,                 1.9958,                 1.6444,                0.29867,                0.35489,                0.26878,                0.16359,                0.15407,                0.12087,                0.08109,                0.03201,                 1.2753,                  2.343,                 2.0007,                 1.7633,              0.0035155,              0.0035155,              0.0035155
                    133,                  1.299,                 2.7513,                 1.9834,                 1.6332,                0.30739,                0.34395,                0.27012,                0.16422,                0.15436,                0.12082,                0.08187,                0.03217,                 1.2752,                 2.3422,                 2.0009,                 1.7636,               0.003466,               0.003466,               0.003466
                    134,                 1.2924,                 2.7169,                 1.9665,                 1.6326,                0.30761,                0.34594,                0.27076,                0.16485,                0.15263,                0.12023,                0.08201,                0.03222,                 1.2748,                 2.3429,                 2.0011,                 1.7633,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.2903,                 2.7349,                 1.9615,                 1.6254,                0.30639,                 0.3509,                0.27126,                 0.1652,                0.16504,                0.11755,                0.08238,                0.03223,                 1.2749,                 2.3439,                 2.0007,                 1.7635,               0.003367,               0.003367,               0.003367
                    136,                 1.2924,                 2.7399,                 1.9433,                 1.6271,                 0.3056,                0.35168,                0.27152,                0.16535,                0.15444,                0.12048,                0.08222,                0.03214,                  1.275,                 2.3433,                      2,                 1.7635,              0.0033175,              0.0033175,              0.0033175
                    137,                  1.289,                  2.709,                 1.9407,                 1.6231,                0.30657,                0.35092,                0.27099,                 0.1654,                0.16608,                0.11635,                0.08213,                0.03225,                 1.2749,                 2.3428,                 1.9999,                 1.7629,               0.003268,               0.003268,               0.003268
                    138,                 1.2891,                 2.7119,                 1.9255,                  1.625,                0.30691,                0.34862,                0.27118,                0.16577,                0.15225,                 0.1177,                0.08222,                0.03209,                 1.2742,                 2.3428,                 1.9993,                 1.7624,              0.0032185,              0.0032185,              0.0032185
                    139,                  1.282,                 2.6995,                 1.9149,                  1.618,                0.30926,                0.34815,                 0.2716,                0.16584,                0.15289,                0.11888,                0.08238,                0.03206,                 1.2743,                 2.3426,                 1.9993,                 1.7627,               0.003169,               0.003169,               0.003169
                    140,                  1.287,                 2.7163,                 1.9335,                 1.6236,                0.30662,                0.35116,                0.27146,                0.16589,                0.15352,                0.11857,                0.08231,                0.03213,                 1.2744,                  2.343,                 1.9996,                 1.7624,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.2775,                 2.7108,                 1.9157,                 1.6138,                0.30682,                 0.3505,                0.27155,                0.16593,                0.15267,                0.11923,                0.08278,                 0.0323,                 1.2748,                  2.343,                 1.9989,                 1.7629,                0.00307,                0.00307,                0.00307
                    142,                 1.2672,                 2.7052,                 1.8943,                 1.6079,                0.30638,                0.35274,                0.27271,                0.16668,                0.15047,                0.11961,                0.08349,                0.03261,                 1.2748,                 2.3429,                 1.9986,                 1.7627,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.2672,                 2.6996,                 1.8779,                 1.6043,                0.30663,                0.35313,                0.27353,                0.16713,                0.15388,                0.11868,                0.08377,                0.03271,                 1.2752,                 2.3432,                 1.9983,                 1.7634,               0.002971,               0.002971,               0.002971
                    144,                 1.2724,                 2.7071,                 1.8783,                 1.6116,                0.30662,                0.35344,                0.27383,                0.16749,                0.15516,                0.11789,                0.08377,                0.03276,                 1.2754,                 2.3434,                 1.9986,                 1.7635,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.2787,                  2.686,                  1.878,                 1.6171,                0.30758,                0.35404,                0.27406,                0.16759,                0.15605,                0.11763,                0.08341,                0.03273,                 1.2756,                 2.3436,                 1.9986,                  1.764,               0.002872,               0.002872,               0.002872
                    146,                 1.2702,                 2.6851,                 1.8653,                 1.6034,                0.30833,                0.35359,                0.27392,                0.16758,                0.15569,                0.11764,                0.08356,                0.03279,                 1.2754,                 2.3437,                 1.9989,                 1.7639,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.2704,                 2.6976,                 1.8756,                 1.6093,                 0.3069,                 0.3552,                0.27425,                0.16799,                0.15794,                0.11647,                0.08349,                0.03278,                 1.2752,                 2.3439,                 1.9988,                 1.7637,               0.002773,               0.002773,               0.002773
                    148,                 1.2685,                 2.6791,                 1.8638,                 1.6062,                0.30766,                0.35408,                0.27405,                0.16798,                0.15836,                0.11685,                0.08351,                0.03269,                 1.2753,                 2.3447,                 1.9989,                 1.7641,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.2556,                 2.6642,                 1.8284,                 1.5951,                0.30786,                 0.3542,                0.27405,                0.16801,                0.15828,                0.11719,                0.08336,                 0.0327,                 1.2753,                 2.3454,                 1.9989,                 1.7642,               0.002674,               0.002674,               0.002674
                    150,                 1.2629,                 2.6837,                  1.836,                  1.599,                 0.3078,                0.35494,                0.27403,                0.16786,                0.16513,                0.11652,                 0.0831,                 0.0327,                 1.2758,                 2.3456,                 1.9986,                 1.7646,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.2535,                  2.673,                   1.84,                 1.5958,                0.30931,                0.35437,                0.27419,                  0.168,                0.16619,                0.11747,                0.08377,                0.03271,                 1.2765,                 2.3458,                 1.9981,                 1.7653,               0.002575,               0.002575,               0.002575
                    152,                 1.2539,                 2.6699,                 1.8293,                 1.5962,                  0.318,                0.35422,                0.27542,                0.16826,                0.16647,                0.11659,                0.08373,                0.03265,                 1.2768,                 2.3464,                 1.9985,                 1.7655,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.2553,                 2.6747,                 1.8361,                 1.5973,                0.31805,                0.35491,                 0.2758,                0.16859,                0.16707,                0.11614,                0.08429,                0.03279,                 1.2764,                 2.3469,                 1.9985,                 1.7652,               0.002476,               0.002476,               0.002476
                    154,                 1.2401,                  2.638,                 1.7834,                 1.5825,                0.31926,                0.35324,                0.27626,                0.16896,                0.16781,                 0.1155,                0.08442,                0.03291,                 1.2774,                 2.3464,                  1.999,                 1.7661,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.2476,                 2.6544,                 1.7863,                 1.5872,                0.32088,                0.35207,                0.27646,                0.16911,                0.16686,                0.11615,                0.08453,                0.03293,                 1.2774,                 2.3466,                 1.9994,                 1.7657,               0.002377,               0.002377,               0.002377
                    156,                 1.2413,                 2.6477,                 1.7886,                 1.5842,                0.32321,                0.34803,                0.27691,                0.16941,                0.16691,                  0.116,                0.08456,                0.03298,                 1.2773,                 2.3463,                 1.9991,                 1.7659,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.2451,                 2.6677,                 1.7896,                 1.5881,                0.32222,                0.34811,                0.27708,                0.16962,                0.16799,                0.11599,                0.08463,                0.03308,                 1.2776,                 2.3475,                 1.9989,                 1.7662,               0.002278,               0.002278,               0.002278
                    158,                 1.2473,                 2.6453,                 1.7889,                 1.5853,                0.32231,                0.35036,                0.27702,                0.16945,                0.16862,                0.11638,                0.08469,                0.03318,                 1.2779,                 2.3478,                 1.9994,                 1.7671,              0.0022285,              0.0022285,              0.0022285
                    159,                  1.238,                 2.6509,                 1.7594,                 1.5794,                0.32198,                0.35248,                0.27726,                0.16937,                0.16851,                0.11689,                0.08462,                0.03324,                 1.2783,                 2.3475,                 1.9996,                 1.7676,               0.002179,               0.002179,               0.002179
                    160,                 1.2269,                 2.6412,                 1.7496,                 1.5671,                0.32111,                0.35249,                0.27749,                0.16978,                0.16831,                0.11658,                0.08475,                0.03344,                 1.2785,                 2.3476,                 1.9999,                 1.7677,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.2299,                 2.6388,                 1.7501,                 1.5717,                0.32121,                0.35343,                0.27784,                0.16999,                0.17013,                0.11551,                0.08472,                0.03345,                 1.2786,                 2.3479,                 2.0001,                 1.7679,                0.00208,                0.00208,                0.00208
                    162,                 1.2291,                 2.6423,                 1.7519,                 1.5719,                 0.3194,                0.35758,                0.27799,                0.17021,                0.17035,                0.11659,                0.08465,                0.03329,                 1.2789,                 2.3486,                 2.0002,                 1.7683,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.2233,                 2.6309,                 1.7468,                 1.5676,                0.31927,                0.35871,                0.27859,                 0.1705,                0.17176,                0.11644,                0.08471,                0.03334,                 1.2792,                 2.3489,                 2.0007,                 1.7683,               0.001981,               0.001981,               0.001981
                    164,                 1.2309,                 2.6382,                 1.7457,                 1.5706,                0.31918,                0.35793,                0.27898,                0.17073,                0.17204,                0.11623,                 0.0847,                0.03339,                 1.2794,                  2.349,                  2.001,                 1.7689,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.2281,                 2.6433,                  1.732,                 1.5675,                 0.3209,                0.35728,                0.27854,                0.17057,                0.17267,                0.11633,                0.08468,                0.03336,                 1.2795,                 2.3494,                 2.0013,                 1.7693,               0.001882,               0.001882,               0.001882
                    166,                 1.2217,                 2.6322,                 1.7323,                 1.5658,                0.31939,                0.35766,                0.27874,                0.17077,                0.17243,                0.11639,                0.08477,                 0.0335,                 1.2794,                 2.3499,                 2.0018,                 1.7695,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.2138,                 2.6172,                 1.7003,                 1.5548,                0.32099,                0.35747,                0.27908,                0.17109,                0.17244,                0.11625,                0.08507,                0.03355,                 1.2798,                 2.3506,                 2.0027,                 1.7703,               0.001783,               0.001783,               0.001783
                    168,                  1.213,                 2.6053,                 1.7082,                 1.5588,                0.32015,                0.35778,                 0.2792,                0.17105,                0.17134,                0.11559,                0.08452,                0.03353,                 1.2798,                 2.3513,                 2.0022,                 1.7705,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.2101,                 2.6102,                 1.6861,                 1.5536,                0.32012,                0.35884,                0.27919,                0.17107,                0.17336,                0.11575,                0.08495,                0.03357,                   1.28,                 2.3519,                 2.0033,                 1.7708,               0.001684,               0.001684,               0.001684
                    170,                 1.2134,                 2.6073,                 1.6867,                 1.5544,                0.32063,                0.35972,                0.27924,                0.17115,                0.17313,                0.11593,                0.08488,                0.03347,                 1.2804,                 2.3518,                 2.0036,                 1.7713,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.2076,                 2.5927,                 1.6709,                 1.5551,                0.32068,                0.35958,                0.27929,                0.17108,                0.17202,                0.11567,                0.08435,                0.03331,                 1.2804,                 2.3519,                  2.004,                 1.7715,               0.001585,               0.001585,               0.001585
                    172,                 1.2159,                 2.6035,                 1.6651,                 1.5611,                0.32122,                0.35947,                0.27999,                0.17138,                 0.1719,                0.11606,                0.08489,                0.03335,                 1.2806,                 2.3523,                 2.0044,                 1.7719,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.2002,                 2.5846,                   1.65,                 1.5447,                 0.3221,                   0.36,                0.28004,                0.17157,                0.17079,                0.11695,                0.08477,                0.03333,                 1.2811,                 2.3521,                 2.0049,                 1.7724,               0.001486,               0.001486,               0.001486
                    174,                 1.1967,                 2.5846,                 1.6455,                 1.5432,                0.32315,                0.35713,                0.28022,                0.17152,                0.17015,                0.11754,                 0.0848,                0.03334,                 1.2818,                 2.3528,                 2.0057,                 1.7734,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.2024,                 2.5955,                 1.6482,                 1.5482,                0.32355,                0.35679,                0.28027,                0.17164,                0.16872,                0.11842,                0.08509,                0.03339,                 1.2823,                 2.3535,                 2.0061,                 1.7739,               0.001387,               0.001387,               0.001387
                    176,                  1.189,                 2.5703,                 1.6241,                 1.5358,                 0.3239,                0.35724,                0.28037,                0.17164,                0.16949,                0.11792,                 0.0849,                0.03346,                 1.2827,                 2.3535,                 2.0066,                 1.7745,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.1938,                 2.5807,                 1.6332,                  1.542,                0.32382,                 0.3561,                0.28017,                0.17169,                0.16806,                0.11916,                0.08455,                0.03334,                 1.2829,                 2.3536,                 2.0073,                 1.7749,               0.001288,               0.001288,               0.001288
                    178,                 1.1949,                 2.5895,                 1.6341,                 1.5392,                0.32536,                0.35397,                0.28056,                0.17189,                0.16863,                0.11985,                0.08524,                0.03346,                 1.2834,                 2.3538,                 2.0076,                 1.7754,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.1908,                 2.5833,                 1.6159,                 1.5356,                0.32562,                0.35462,                0.28043,                0.17185,                0.16902,                0.11912,                0.08464,                0.03341,                 1.2839,                 2.3544,                 2.0083,                  1.776,               0.001189,               0.001189,               0.001189
                    180,                 1.1741,                 2.5621,                 1.5914,                 1.5229,                0.32537,                0.35486,                0.28043,                0.17181,                0.16944,                0.11882,                0.08469,                0.03342,                 1.2842,                 2.3548,                 2.0093,                 1.7764,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.1873,                 2.5777,                 1.6064,                 1.5338,                0.32715,                0.35514,                0.28082,                0.17197,                0.16933,                0.11849,                 0.0847,                0.03342,                 1.2846,                  2.355,                 2.0098,                 1.7771,                0.00109,                0.00109,                0.00109
                    182,                 1.1821,                  2.555,                 1.6066,                 1.5311,                0.32689,                0.35614,                 0.2805,                0.17176,                0.16964,                0.11917,                0.08476,                0.03355,                 1.2849,                 2.3554,                 2.0109,                 1.7774,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.1803,                 2.5727,                 1.6007,                 1.5259,                0.32642,                0.35498,                0.28037,                 0.1719,                0.16968,                0.11906,                0.08465,                0.03352,                 1.2851,                 2.3558,                 2.0121,                 1.7779,               0.000991,               0.000991,               0.000991
                    184,                 1.1785,                 2.5633,                 1.5888,                 1.5268,                0.32647,                0.35648,                 0.2805,                0.17191,                0.17042,                0.11825,                0.08479,                0.03358,                 1.2858,                 2.3561,                 2.0133,                 1.7787,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.1764,                 2.5914,                 1.5903,                 1.5256,                0.32577,                0.35802,                0.28038,                 0.1717,                0.17078,                0.11798,                 0.0848,                0.03357,                 1.2862,                 2.3566,                 2.0138,                 1.7792,               0.000892,               0.000892,               0.000892
                    186,                 1.1787,                 2.5578,                 1.5884,                  1.528,                0.32676,                0.35779,                0.28104,                0.17194,                0.17099,                  0.118,                0.08491,                0.03362,                 1.2867,                 2.3574,                 2.0145,                 1.7798,              0.0008425,              0.0008425,              0.0008425
                    187,                  1.173,                 2.5461,                 1.5646,                 1.5223,                0.32724,                0.35783,                0.28064,                0.17192,                0.17084,                0.11781,                 0.0851,                0.03367,                 1.2872,                 2.3582,                 2.0148,                 1.7804,               0.000793,               0.000793,               0.000793
                    188,                 1.1742,                  2.552,                 1.5711,                 1.5195,                0.32661,                0.35834,                0.28091,                0.17213,                0.17105,                 0.1183,                 0.0852,                0.03373,                 1.2871,                 2.3586,                 2.0155,                 1.7806,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.1637,                 2.5573,                  1.555,                  1.512,                0.32779,                0.35855,                0.28082,                0.17211,                0.17147,                0.11856,                0.08518,                0.03361,                 1.2879,                  2.359,                 2.0162,                 1.7816,               0.000694,               0.000694,               0.000694
                    190,                 1.1664,                 2.5462,                 1.5429,                 1.5134,                 0.3298,                 0.3574,                0.28066,                 0.1721,                0.17128,                0.11914,                0.08562,                0.03356,                 1.2883,                 2.3599,                 2.0171,                 1.7824,              0.0006445,              0.0006445,              0.0006445
                    191,                0.96201,                 2.0001,                 1.0806,                 1.4828,                0.33105,                 0.3578,                0.28124,                0.17237,                 0.1722,                0.11877,                0.08562,                0.03358,                  1.288,                 2.3601,                 2.0178,                 1.7828,               0.000595,               0.000595,               0.000595
                    192,                0.93602,                 1.9691,                 1.0144,                 1.4578,                0.33107,                0.35664,                  0.281,                 0.1725,                0.17152,                0.11953,                0.08564,                0.03358,                 1.2881,                 2.3598,                 2.0185,                 1.7832,              0.0005455,              0.0005455,              0.0005455
                    193,                0.93412,                 1.9605,                  1.007,                 1.4574,                0.33083,                0.35695,                0.28093,                 0.1727,                0.17156,                0.12007,                0.08584,                0.03367,                 1.2878,                 2.3596,                 2.0195,                 1.7832,               0.000496,               0.000496,               0.000496
                    194,                0.92649,                 1.9548,                0.98909,                 1.4525,                0.32918,                0.35695,                0.28071,                0.17269,                 0.1709,                0.12026,                0.08583,                0.03365,                 1.2878,                 2.3595,                 2.0198,                 1.7836,              0.0004465,              0.0004465,              0.0004465
                    195,                0.91522,                 1.9444,                 0.9748,                 1.4409,                0.32817,                0.35426,                0.28081,                0.17283,                0.16997,                0.12071,                0.08603,                0.03369,                 1.2877,                 2.3595,                 2.0206,                 1.7837,               0.000397,               0.000397,               0.000397
                    196,                0.90916,                 1.9393,                0.96837,                 1.4363,                0.32787,                0.35389,                 0.2812,                0.17312,                0.17041,                0.12121,                0.08628,                0.03369,                 1.2874,                 2.3599,                 2.0212,                 1.7837,              0.0003475,              0.0003475,              0.0003475
                    197,                0.91041,                 1.9388,                0.96151,                 1.4391,                0.32804,                0.35459,                0.28112,                0.17313,                0.17026,                0.12158,                0.08622,                0.03379,                 1.2871,                 2.3599,                 2.0218,                 1.7838,               0.000298,               0.000298,               0.000298
                    198,                0.90896,                 1.9282,                0.95444,                 1.4361,                0.32721,                0.35637,                0.28109,                0.17333,                0.16763,                0.12329,                0.08646,                0.03381,                 1.2865,                 2.3595,                 2.0225,                 1.7835,              0.0002485,              0.0002485,              0.0002485
                    199,                0.90176,                 1.9298,                0.94258,                 1.4286,                0.32711,                0.35636,                0.28093,                0.17306,                0.16803,                0.12275,                0.08641,                0.03386,                  1.286,                 2.3598,                 2.0234,                 1.7833,               0.000199,               0.000199,               0.000199
                    200,                0.89549,                 1.9197,                0.93452,                 1.4212,                  0.327,                0.35774,                0.28095,                0.17312,                0.16848,                0.12396,                0.08659,                0.03387,                 1.2858,                 2.3596,                 2.0244,                 1.7834,              0.0001495,              0.0001495,              0.0001495
